sid,course,term,grade
102497,INFO 1100,Spring 2024,C
105468,INFO 1100,Fall 2024,B
102365,INFO 1100,Spring 2025,B
103036,BUAN 3310,Fall 2024,A
101356,INFO 1100,Spring 2024,C
105548,CSEC 2100,Fall 2024,A
109956,INFO 3600,Spring 2025,A
104305,INFO 4300,Spring 2024,B
109801,LTEC 2100,Spring 2025,B
108106,DSCI 3210,Fall 2023,C
103419,INFO 2600,Fall 2024,C
107106,INFO 1100,Fall 2024,F
101916,INFO 1100,Spring 2024,F
104597,INFO 1100,Spring 2025,A
104271,INFO 1100,Fall 2023,A
104512,DSCI 4160,Spring 2025,C
101504,CSEC 4110,Spring 2024,A
104102,LTEC 3120,Spring 2025,C
103554,CSEC 4110,Spring 2024,B
103022,INFO 3340,Spring 2025,C
106832,INFO 1100,Fall 2023,B
106936,INFO 2600,Fall 2024,B
107340,INFO 2200,Fall 2024,B
108019,INFO 2600,Fall 2024,C
103829,DSCI 4160,Fall 2023,B
107928,INFO 1100,Fall 2024,C
108076,INFO 1100,Fall 2024,F
102648,INFO 1100,Fall 2023,B
100493,INFO 2600,Fall 2024,B
100367,ITEC 3010,Spring 2024,B
107862,BUAN 3310,Spring 2024,C
108144,INFO 4300,Spring 2024,W
101759,INFO 1100,Spring 2025,C
103574,CSEC 3220,Fall 2024,A
102261,INFO 4300,Fall 2023,C
108520,LTEC 2100,Fall 2023,A
103086,INFO 2200,Spring 2025,D
103786,INFO 2200,Fall 2023,A
103693,LTEC 3120,Spring 2024,F
108311,INFO 4300,Spring 2025,B
107667,ITEC 3010,Fall 2024,A
100705,INFO 1100,Spring 2024,D
109765,INFO 1100,Fall 2023,A
106795,DSCI 3210,Fall 2023,B
105893,INFO 2200,Fall 2023,D
105334,CSEC 2100,Fall 2024,B
102156,INFO 3600,Fall 2023,C
100966,INFO 1100,Spring 2025,B
108578,BUAN 3310,Spring 2024,C
106185,CSEC 2100,Spring 2024,B
100113,INFO 2600,Fall 2023,A
103953,INFO 1100,Spring 2024,C
104124,INFO 2200,Spring 2024,D
100718,INFO 2200,Fall 2023,A
109879,LTEC 3120,Fall 2024,A
103342,INFO 4300,Fall 2024,B
106255,INFO 1100,Fall 2023,A
101548,CSEC 4110,Fall 2023,F
102782,INFO 1100,Spring 2024,F
102617,CSEC 3220,Spring 2025,A
103144,INFO 2600,Spring 2025,A
103058,INFO 2600,Fall 2024,A
105340,INFO 2600,Fall 2024,B
106257,INFO 1100,Fall 2024,D
104572,INFO 2200,Fall 2023,C
106610,CSEC 3220,Spring 2025,A
104557,INFO 3340,Spring 2024,A
102047,INFO 1100,Fall 2023,B
105715,INFO 2600,Spring 2024,D
104593,INFO 2200,Fall 2023,C
105473,INFO 3340,Fall 2024,A
101876,DSCI 3210,Spring 2025,B
103478,CSEC 4110,Spring 2024,B
109640,INFO 1100,Spring 2025,W
108265,ITEC 2010,Spring 2024,D
108209,INFO 3340,Spring 2024,B
105319,INFO 2200,Fall 2024,D
107618,INFO 2600,Spring 2025,B
100905,CSEC 3220,Spring 2025,D
109205,LTEC 2100,Spring 2024,A
106319,LTEC 2100,Fall 2024,F
106164,INFO 1100,Fall 2023,C
102522,CSEC 2100,Fall 2023,W
103396,CSEC 2100,Fall 2024,A
108159,CSEC 4110,Spring 2024,C
102455,DSCI 3210,Spring 2025,B
103174,DSCI 3210,Fall 2023,W
103345,LTEC 2100,Spring 2025,C
107270,DSCI 3210,Fall 2023,C
107197,INFO 1100,Fall 2023,B
105401,LTEC 3120,Fall 2023,C
100573,INFO 2600,Fall 2024,W
109962,ITEC 2010,Spring 2024,A
101674,CSEC 3220,Spring 2024,C
103408,INFO 1100,Fall 2023,D
101837,ITEC 3010,Fall 2023,A
101610,CSEC 3220,Fall 2023,A
100798,CSEC 2100,Fall 2023,B
101624,CSEC 2100,Fall 2024,A
101971,CSEC 3220,Fall 2024,A
100663,BUAN 2010,Fall 2024,A
109841,INFO 2200,Fall 2023,B
105261,DSCI 3210,Spring 2024,C
107690,CSEC 4110,Fall 2023,B
107513,DSCI 3210,Fall 2023,B
108403,INFO 2200,Spring 2024,B
100631,INFO 1100,Fall 2023,A
109831,CSEC 2100,Fall 2023,W
108076,CSEC 2100,Fall 2023,A
101667,INFO 1100,Spring 2024,C
103924,INFO 2600,Fall 2024,B
101323,CSEC 2100,Fall 2023,A
101681,INFO 3340,Fall 2024,W
100747,INFO 2600,Fall 2023,A
106758,CSEC 3220,Spring 2024,C
102224,CSEC 3220,Spring 2025,F
104019,INFO 2600,Fall 2023,B
108518,CSEC 2100,Spring 2025,A
102589,INFO 4300,Spring 2024,F
103624,INFO 1100,Spring 2025,A
100212,INFO 2200,Fall 2023,C
108564,CSEC 4110,Fall 2024,C
105577,INFO 1100,Spring 2024,B
109868,LTEC 2100,Fall 2023,A
101041,INFO 1100,Spring 2025,A
108076,CSEC 3220,Fall 2023,W
104538,INFO 1100,Spring 2024,B
108704,DSCI 4160,Fall 2024,C
108965,INFO 2200,Spring 2025,B
107961,BUAN 2010,Spring 2024,A
107270,BUAN 2010,Spring 2025,B
101332,CSEC 3220,Spring 2024,B
100128,INFO 1100,Spring 2024,B
109852,LTEC 3120,Fall 2024,D
103026,CSEC 4110,Fall 2023,B
108319,INFO 2200,Spring 2025,A
107202,ITEC 2010,Fall 2023,B
103502,CSEC 2100,Fall 2024,F
102828,INFO 2200,Spring 2024,A
108505,INFO 1100,Spring 2025,F
106238,INFO 2600,Spring 2024,B
105140,INFO 2200,Fall 2024,D
106278,INFO 4300,Spring 2024,B
107594,INFO 1100,Fall 2023,A
103204,INFO 2200,Spring 2024,C
104228,CSEC 2100,Fall 2023,D
101004,INFO 1100,Fall 2023,C
106851,INFO 2200,Spring 2025,B
105855,INFO 2200,Fall 2024,B
100679,INFO 4300,Fall 2023,C
100300,INFO 1100,Spring 2024,B
107624,INFO 1100,Spring 2024,C
105855,INFO 1100,Fall 2023,B
101128,CSEC 4110,Fall 2024,A
105572,CSEC 4110,Spring 2024,B
101004,LTEC 3120,Fall 2024,B
103267,INFO 2600,Spring 2024,C
105843,INFO 2600,Fall 2024,B
106007,CSEC 2100,Fall 2023,A
106232,ITEC 3010,Fall 2023,B
102345,INFO 1100,Spring 2025,A
107090,LTEC 2100,Fall 2023,A
105942,CSEC 4110,Spring 2025,F
105590,CSEC 2100,Spring 2024,A
103229,INFO 1100,Fall 2023,A
109858,DSCI 3210,Spring 2025,B
106904,INFO 2200,Fall 2023,B
105866,INFO 3600,Fall 2024,A
100750,LTEC 3120,Spring 2025,A
106496,INFO 1100,Spring 2024,A
106667,INFO 1100,Fall 2023,B
103619,DSCI 3210,Spring 2025,D
105738,INFO 2600,Spring 2024,A
105317,INFO 3340,Fall 2023,B
103555,INFO 2200,Spring 2025,B
106854,BUAN 3310,Spring 2025,B
100544,INFO 2200,Spring 2024,B
103101,INFO 1100,Fall 2024,F
103708,INFO 1100,Spring 2024,C
101758,DSCI 4160,Spring 2024,A
109514,INFO 1100,Fall 2024,A
108961,INFO 1100,Fall 2023,C
102098,CSEC 4110,Fall 2024,C
106937,INFO 2200,Fall 2023,B
101568,INFO 4300,Spring 2025,C
102974,INFO 1100,Spring 2025,C
104935,INFO 2200,Spring 2024,A
100905,INFO 2200,Spring 2024,A
103274,LTEC 3120,Spring 2024,A
103962,CSEC 3220,Fall 2024,A
100050,DSCI 3210,Spring 2024,C
105738,INFO 1100,Spring 2025,C
104175,CSEC 4110,Fall 2024,A
100470,INFO 4300,Spring 2025,A
107496,CSEC 3220,Spring 2025,B
100762,CSEC 3220,Spring 2024,B
106653,INFO 1100,Fall 2024,A
102144,INFO 2200,Fall 2024,B
107206,CSEC 3220,Spring 2025,A
109137,BUAN 3310,Spring 2025,B
102105,CSEC 2100,Fall 2024,F
104056,DSCI 4160,Fall 2023,C
101713,INFO 2200,Fall 2023,C
103733,DSCI 4160,Spring 2024,A
100819,BUAN 3310,Spring 2025,B
105855,CSEC 2100,Fall 2024,C
103941,INFO 2200,Fall 2023,A
101030,CSEC 2100,Spring 2025,F
102247,CSEC 4110,Fall 2024,B
109286,INFO 2600,Spring 2024,A
105473,INFO 2200,Fall 2024,F
100385,INFO 3340,Fall 2023,A
105843,INFO 4300,Fall 2023,F
107052,CSEC 2100,Spring 2024,A
108546,INFO 2200,Spring 2024,C
102475,INFO 4300,Fall 2023,C
106983,DSCI 4160,Spring 2024,D
107685,INFO 1100,Spring 2024,A
105588,INFO 2200,Spring 2025,W
105052,INFO 3600,Fall 2024,A
101143,INFO 2200,Fall 2024,B
108076,INFO 2200,Fall 2024,C
103905,DSCI 4160,Spring 2024,A
106311,CSEC 3220,Spring 2024,A
103762,INFO 1100,Fall 2023,B
106018,INFO 1100,Spring 2024,A
106255,INFO 4300,Spring 2024,B
100815,INFO 2200,Spring 2024,D
108628,CSEC 4110,Spring 2025,A
103857,INFO 2200,Spring 2025,A
101119,INFO 3600,Fall 2023,F
101751,CSEC 2100,Fall 2023,C
106041,INFO 2200,Spring 2025,A
103158,INFO 1100,Fall 2023,A
100077,ITEC 3010,Fall 2023,B
103170,INFO 2200,Fall 2024,B
103969,CSEC 3220,Spring 2024,A
104729,CSEC 2100,Spring 2024,A
103713,INFO 1100,Spring 2024,A
108667,INFO 1100,Spring 2025,B
105603,DSCI 3210,Spring 2025,C
100913,INFO 3340,Spring 2024,B
104536,LTEC 3120,Fall 2024,A
108147,INFO 1100,Spring 2024,A
100022,ITEC 2010,Fall 2023,D
109831,INFO 1100,Fall 2024,C
103086,DSCI 3210,Spring 2025,B
101947,DSCI 4160,Spring 2024,B
100566,INFO 4300,Spring 2024,A
108077,LTEC 2100,Fall 2024,C
102357,INFO 2600,Fall 2024,B
107154,INFO 2200,Spring 2025,C
108958,INFO 1100,Spring 2025,B
100433,BUAN 2010,Spring 2024,A
101798,DSCI 3210,Fall 2024,B
101359,LTEC 3120,Spring 2025,C
103086,DSCI 4160,Fall 2023,A
104864,INFO 1100,Spring 2024,C
108015,INFO 2200,Fall 2023,F
109492,DSCI 3210,Spring 2025,B
103590,LTEC 2100,Spring 2025,C
105541,INFO 2600,Fall 2024,A
101580,ITEC 3010,Fall 2023,A
106273,BUAN 3310,Fall 2023,B
104924,INFO 1100,Spring 2025,C
107891,DSCI 3210,Spring 2025,F
102385,INFO 2600,Fall 2023,D
107960,INFO 2600,Fall 2023,C
101175,INFO 1100,Spring 2024,B
107270,BUAN 3310,Fall 2023,A
106409,INFO 2200,Spring 2025,F
101795,ITEC 2010,Spring 2024,A
108311,INFO 2600,Fall 2024,A
101092,ITEC 2010,Spring 2025,F
108293,INFO 3600,Spring 2025,B
102146,DSCI 4160,Fall 2024,B
100901,INFO 1100,Spring 2024,B
103785,DSCI 4160,Fall 2023,B
104007,INFO 2600,Spring 2025,W
108654,INFO 1100,Fall 2023,B
104677,INFO 4300,Spring 2025,B
103415,DSCI 4160,Fall 2023,A
102726,INFO 4300,Fall 2023,B
104952,CSEC 2100,Fall 2024,A
101589,INFO 2200,Fall 2023,C
109436,INFO 1100,Spring 2024,B
102512,CSEC 2100,Fall 2024,A
104352,DSCI 3210,Spring 2025,B
100956,INFO 1100,Spring 2024,F
100702,INFO 1100,Fall 2024,C
101508,DSCI 4160,Fall 2024,B
105916,ITEC 3010,Fall 2023,C
104677,LTEC 2100,Spring 2024,D
104105,INFO 2600,Spring 2025,D
103693,LTEC 2100,Spring 2024,A
104249,INFO 2200,Fall 2024,D
101229,INFO 3600,Spring 2025,C
105369,BUAN 2010,Fall 2024,C
104748,INFO 1100,Spring 2025,B
109956,INFO 1100,Fall 2024,C
106452,INFO 4300,Fall 2023,A
104613,INFO 3340,Fall 2023,A
106605,DSCI 3210,Fall 2024,D
108289,CSEC 2100,Spring 2024,A
105341,DSCI 3210,Spring 2024,F
105258,INFO 4300,Spring 2024,B
109874,INFO 2600,Fall 2024,B
108977,BUAN 3310,Spring 2024,A
102104,DSCI 3210,Spring 2024,B
106691,INFO 1100,Fall 2023,A
101710,INFO 2600,Fall 2023,B
106002,INFO 1100,Fall 2024,C
100548,DSCI 4160,Spring 2024,F
104915,INFO 2200,Spring 2025,B
109015,INFO 1100,Spring 2025,W
104783,LTEC 2100,Spring 2025,B
104350,ITEC 2010,Spring 2025,B
103150,INFO 2200,Fall 2023,C
108427,CSEC 4110,Spring 2025,C
105855,CSEC 4110,Fall 2023,B
105541,INFO 3600,Fall 2023,B
107337,BUAN 3310,Fall 2024,B
106245,INFO 1100,Fall 2024,B
103674,INFO 2200,Fall 2023,A
107251,INFO 2200,Spring 2025,A
106976,INFO 1100,Fall 2024,B
105551,INFO 1100,Spring 2024,B
106800,INFO 2200,Spring 2024,A
105705,INFO 1100,Fall 2023,A
107391,BUAN 3310,Spring 2025,B
100231,INFO 1100,Fall 2023,A
109169,BUAN 3310,Fall 2024,A
104857,INFO 2200,Fall 2023,B
109202,ITEC 3010,Fall 2023,C
102475,INFO 2200,Fall 2023,C
108032,INFO 1100,Spring 2025,C
108094,INFO 4300,Spring 2025,C
102373,CSEC 4110,Spring 2025,D
100905,CSEC 4110,Spring 2025,C
105271,INFO 2600,Spring 2024,A
105222,INFO 2200,Spring 2025,A
106381,CSEC 2100,Spring 2025,W
106257,DSCI 4160,Fall 2024,F
106962,ITEC 2010,Fall 2023,C
105093,INFO 2200,Spring 2024,B
105679,INFO 1100,Fall 2024,A
105618,INFO 2200,Spring 2024,F
103093,ITEC 2010,Fall 2024,A
104739,LTEC 3120,Fall 2023,A
108221,INFO 2200,Fall 2024,B
100657,INFO 1100,Fall 2024,B
105644,INFO 2200,Fall 2024,A
106645,INFO 2600,Spring 2024,A
105932,DSCI 3210,Spring 2025,A
105656,ITEC 2010,Fall 2024,C
106605,BUAN 2010,Fall 2023,B
105797,DSCI 3210,Fall 2024,D
105244,INFO 2200,Fall 2024,B
107960,INFO 4300,Fall 2024,A
101525,INFO 1100,Spring 2025,B
103430,INFO 2200,Fall 2023,A
103430,INFO 1100,Fall 2023,A
109315,CSEC 4110,Spring 2025,C
103607,INFO 3340,Spring 2025,W
105551,CSEC 2100,Spring 2024,B
101966,CSEC 4110,Spring 2025,D
103320,INFO 1100,Fall 2024,C
105281,INFO 1100,Fall 2023,B
103248,CSEC 4110,Spring 2025,A
100469,INFO 1100,Spring 2024,W
105898,INFO 2200,Fall 2024,A
105365,DSCI 4160,Spring 2024,B
103384,INFO 2200,Spring 2024,A
103415,DSCI 3210,Fall 2024,A
103776,DSCI 3210,Fall 2024,B
107793,ITEC 3010,Fall 2023,B
104973,CSEC 4110,Spring 2025,W
103525,INFO 1100,Fall 2023,A
104590,INFO 1100,Spring 2025,B
103191,INFO 2600,Spring 2024,D
104543,INFO 2200,Fall 2024,A
103064,INFO 3600,Spring 2024,A
109022,INFO 2200,Spring 2025,C
108406,INFO 3340,Fall 2023,C
106947,INFO 3600,Fall 2023,W
108065,INFO 2200,Spring 2024,W
105942,INFO 2200,Fall 2024,A
108825,INFO 1100,Fall 2023,B
102950,INFO 1100,Spring 2024,A
103551,BUAN 3310,Spring 2025,C
100895,INFO 1100,Fall 2024,F
100327,CSEC 3220,Spring 2025,A
101064,DSCI 3210,Fall 2024,B
105094,INFO 1100,Fall 2023,F
105864,INFO 2200,Spring 2025,B
101090,INFO 1100,Spring 2024,C
109680,INFO 1100,Spring 2024,B
100202,INFO 2200,Spring 2025,C
105893,INFO 1100,Spring 2025,F
105134,ITEC 3010,Spring 2025,B
102483,INFO 4300,Spring 2024,A
107998,BUAN 3310,Spring 2025,A
108386,BUAN 2010,Spring 2025,B
102307,ITEC 3010,Spring 2024,B
103952,CSEC 3220,Fall 2023,B
104152,INFO 4300,Spring 2025,B
109012,INFO 1100,Fall 2024,C
105447,INFO 3340,Fall 2024,B
105487,INFO 4300,Spring 2024,B
107971,INFO 2600,Spring 2025,B
109499,INFO 2600,Fall 2023,C
108387,CSEC 2100,Fall 2024,B
109788,CSEC 2100,Spring 2024,D
103734,INFO 2600,Fall 2024,B
108470,CSEC 4110,Spring 2024,A
105717,INFO 3340,Spring 2025,C
109442,ITEC 3010,Spring 2024,A
109301,INFO 2200,Spring 2024,B
101996,INFO 1100,Fall 2023,A
105702,INFO 2600,Spring 2025,F
100243,INFO 2200,Fall 2024,F
104357,BUAN 3310,Fall 2024,B
105093,CSEC 3220,Spring 2025,F
109178,CSEC 2100,Spring 2024,B
106800,INFO 4300,Spring 2024,F
108976,BUAN 3310,Fall 2024,C
109116,INFO 2200,Spring 2025,A
100381,INFO 1100,Spring 2024,B
107202,INFO 1100,Spring 2024,D
101810,CSEC 2100,Fall 2024,A
100397,ITEC 3010,Fall 2023,C
104096,CSEC 3220,Fall 2024,A
102307,INFO 2600,Spring 2025,W
106758,INFO 2200,Spring 2025,B
103896,LTEC 2100,Fall 2023,B
102327,INFO 1100,Fall 2024,A
107026,DSCI 3210,Spring 2024,D
107830,INFO 1100,Spring 2024,C
104296,INFO 1100,Fall 2023,C
107147,INFO 1100,Spring 2025,F
106532,INFO 2600,Spring 2024,A
100307,INFO 4300,Spring 2024,B
104724,INFO 2200,Fall 2023,A
107276,INFO 2200,Spring 2024,C
103870,INFO 2200,Spring 2025,B
109301,CSEC 3220,Spring 2025,A
102038,CSEC 2100,Fall 2023,B
105273,ITEC 2010,Spring 2025,C
105271,LTEC 2100,Fall 2023,A
107197,LTEC 2100,Fall 2023,D
100922,INFO 1100,Spring 2024,A
106608,CSEC 2100,Fall 2024,C
104795,DSCI 3210,Spring 2025,B
100338,CSEC 2100,Spring 2025,D
101781,LTEC 3120,Spring 2025,C
103058,INFO 1100,Fall 2023,C
105402,CSEC 4110,Fall 2023,C
109550,INFO 3600,Spring 2025,B
107671,INFO 2200,Spring 2024,A
105556,CSEC 4110,Spring 2024,A
108061,INFO 2200,Spring 2024,D
108209,INFO 1100,Spring 2025,F
103120,INFO 1100,Spring 2025,F
105273,ITEC 3010,Fall 2023,C
104678,INFO 2200,Spring 2024,W
108989,BUAN 2010,Fall 2023,B
109966,INFO 2600,Spring 2025,B
108060,INFO 1100,Fall 2024,B
109236,INFO 1100,Spring 2024,B
103812,BUAN 3310,Spring 2025,C
105656,INFO 2600,Spring 2025,D
100767,INFO 1100,Fall 2023,D
103604,INFO 2200,Spring 2024,C
109950,INFO 1100,Spring 2024,D
107255,INFO 1100,Fall 2024,B
104001,INFO 3600,Fall 2023,C
107741,INFO 2200,Fall 2023,B
103294,DSCI 3210,Fall 2023,A
107242,INFO 1100,Fall 2024,B
109323,INFO 1100,Spring 2024,A
109053,CSEC 4110,Fall 2023,B
102073,DSCI 3210,Fall 2024,B
108041,CSEC 2100,Spring 2024,C
105590,INFO 1100,Spring 2025,B
102237,INFO 1100,Spring 2024,A
105871,INFO 2200,Fall 2023,C
103880,INFO 1100,Spring 2025,B
105594,INFO 1100,Spring 2025,C
101338,ITEC 3010,Fall 2023,A
104877,BUAN 2010,Spring 2024,C
107941,ITEC 2010,Fall 2024,C
102437,INFO 2200,Fall 2023,A
109685,CSEC 2100,Spring 2024,B
106254,INFO 2200,Fall 2023,A
109228,INFO 2200,Fall 2023,B
108131,DSCI 3210,Fall 2024,A
107255,LTEC 3120,Fall 2024,F
109852,INFO 2600,Fall 2024,A
106251,INFO 2600,Fall 2024,A
101019,INFO 3340,Fall 2023,B
103576,INFO 1100,Spring 2025,D
108110,LTEC 2100,Fall 2024,B
107510,INFO 2200,Fall 2023,B
106780,LTEC 2100,Fall 2024,C
107003,INFO 1100,Fall 2024,A
103765,INFO 3340,Spring 2024,D
106734,INFO 1100,Spring 2024,B
104763,INFO 2200,Spring 2025,B
109458,INFO 2200,Fall 2024,B
101787,CSEC 3220,Spring 2024,B
103827,ITEC 2010,Spring 2024,A
104543,INFO 1100,Spring 2024,A
106278,INFO 1100,Fall 2023,B
108693,INFO 1100,Fall 2023,F
107178,INFO 2600,Spring 2024,C
103502,INFO 1100,Fall 2024,A
108546,INFO 1100,Fall 2024,F
102776,INFO 3340,Fall 2024,F
107383,INFO 1100,Fall 2024,W
106583,INFO 2600,Spring 2025,W
106558,INFO 1100,Fall 2023,B
109175,INFO 2200,Spring 2024,B
105644,CSEC 3220,Fall 2024,B
109231,DSCI 3210,Spring 2024,C
108143,LTEC 3120,Spring 2024,B
104764,INFO 1100,Fall 2024,A
103576,LTEC 2100,Fall 2024,B
108935,INFO 2600,Fall 2023,C
100168,LTEC 3120,Fall 2023,B
109403,INFO 1100,Fall 2024,B
107308,INFO 2200,Fall 2024,C
100509,INFO 2600,Spring 2024,A
108584,INFO 1100,Spring 2024,A
103477,BUAN 2010,Spring 2025,B
104559,INFO 1100,Spring 2025,B
103803,CSEC 2100,Spring 2024,B
104020,DSCI 3210,Spring 2024,B
105812,INFO 1100,Fall 2024,C
103508,CSEC 2100,Fall 2023,C
109409,INFO 1100,Fall 2023,D
109482,INFO 4300,Fall 2024,W
104809,CSEC 3220,Fall 2024,B
101529,CSEC 3220,Fall 2023,C
105694,INFO 1100,Spring 2025,B
105541,INFO 1100,Spring 2025,F
101480,DSCI 3210,Spring 2024,A
103012,CSEC 2100,Spring 2024,C
105840,DSCI 4160,Fall 2024,C
103341,INFO 1100,Spring 2024,D
108191,CSEC 2100,Spring 2024,F
103303,BUAN 3310,Spring 2025,B
108993,INFO 4300,Fall 2024,D
102872,INFO 2600,Spring 2025,A
101264,INFO 3340,Spring 2025,A
105217,BUAN 2010,Spring 2024,D
107296,INFO 4300,Spring 2025,B
109175,CSEC 3220,Fall 2023,B
102024,CSEC 4110,Fall 2023,A
102297,INFO 1100,Fall 2023,A
104809,INFO 2200,Spring 2025,C
103262,INFO 1100,Fall 2024,D
105164,INFO 4300,Fall 2023,A
100780,DSCI 3210,Spring 2024,C
100551,BUAN 3310,Spring 2024,C
100718,INFO 3600,Spring 2024,C
101322,INFO 3600,Spring 2024,C
105847,INFO 1100,Spring 2024,C
104004,LTEC 2100,Spring 2024,F
108074,DSCI 4160,Spring 2025,B
109142,INFO 2200,Fall 2023,C
103650,INFO 1100,Fall 2024,A
106674,INFO 2200,Spring 2025,C
100950,CSEC 4110,Fall 2024,F
108239,INFO 2600,Fall 2023,B
108497,DSCI 3210,Fall 2024,C
100077,INFO 1100,Spring 2025,A
103734,ITEC 3010,Spring 2025,A
102648,CSEC 4110,Spring 2025,A
107251,INFO 2600,Spring 2025,B
108646,INFO 1100,Spring 2025,C
105384,INFO 3600,Fall 2024,B
106263,BUAN 2010,Spring 2024,A
104742,CSEC 2100,Spring 2025,B
109340,INFO 3600,Spring 2025,B
109586,LTEC 2100,Spring 2024,D
105679,INFO 3600,Fall 2024,C
109258,BUAN 3310,Fall 2023,B
100844,CSEC 2100,Spring 2025,B
108386,DSCI 3210,Fall 2023,C
105093,INFO 1100,Spring 2025,A
108316,BUAN 2010,Fall 2023,A
101259,INFO 2200,Spring 2025,B
107983,CSEC 2100,Fall 2024,B
106941,INFO 1100,Spring 2024,C
108836,BUAN 2010,Fall 2023,C
102364,INFO 1100,Spring 2025,B
101946,INFO 2200,Spring 2024,A
109206,CSEC 4110,Fall 2024,C
109354,BUAN 3310,Fall 2023,A
104969,INFO 3340,Spring 2024,A
105489,CSEC 2100,Spring 2024,D
105847,INFO 2200,Spring 2024,C
105705,CSEC 2100,Spring 2024,B
108131,INFO 2200,Fall 2023,C
108117,CSEC 2100,Fall 2023,B
105188,INFO 2600,Fall 2024,A
102307,ITEC 2010,Spring 2024,A
107178,INFO 4300,Spring 2024,B
106805,INFO 2200,Fall 2024,A
101624,CSEC 3220,Fall 2023,F
106303,INFO 4300,Spring 2025,A
105750,DSCI 3210,Spring 2025,D
104877,DSCI 3210,Fall 2024,A
103316,INFO 1100,Fall 2024,B
109745,INFO 1100,Fall 2023,A
108643,DSCI 4160,Spring 2024,F
105090,INFO 1100,Fall 2024,A
108245,INFO 4300,Spring 2024,C
108502,INFO 2600,Spring 2024,A
105999,INFO 1100,Fall 2024,A
101791,INFO 2200,Spring 2025,C
108325,INFO 1100,Spring 2025,D
103815,CSEC 2100,Fall 2023,A
102916,INFO 2200,Fall 2023,D
108410,CSEC 2100,Fall 2023,B
104558,ITEC 3010,Spring 2024,A
101592,INFO 1100,Spring 2025,F
108035,INFO 4300,Fall 2024,C
103191,INFO 4300,Spring 2025,A
102104,INFO 2200,Spring 2024,F
103338,INFO 1100,Fall 2024,A
109617,DSCI 4160,Fall 2023,B
104298,BUAN 2010,Spring 2025,B
106308,DSCI 4160,Spring 2025,B
106689,INFO 1100,Fall 2024,B
102179,DSCI 3210,Fall 2024,B
100057,INFO 1100,Spring 2024,B
106046,ITEC 3010,Spring 2024,C
106780,INFO 1100,Spring 2025,B
105330,INFO 1100,Spring 2024,B
101791,INFO 4300,Spring 2025,F
101594,ITEC 2010,Fall 2023,A
105526,INFO 2600,Spring 2025,B
103871,ITEC 2010,Fall 2023,B
105535,INFO 2200,Spring 2025,B
105591,INFO 2200,Spring 2024,A
105739,INFO 2600,Spring 2025,A
108584,BUAN 2010,Spring 2025,C
102342,CSEC 3220,Fall 2024,C
109701,INFO 1100,Spring 2025,C
103318,INFO 3600,Fall 2024,B
100255,INFO 2200,Fall 2024,A
107204,CSEC 2100,Spring 2025,A
100614,CSEC 2100,Fall 2024,A
100373,ITEC 3010,Spring 2025,B
105548,CSEC 3220,Spring 2024,A
109137,INFO 2200,Spring 2024,B
109116,INFO 1100,Fall 2024,A
105945,LTEC 3120,Fall 2023,B
108800,INFO 1100,Spring 2025,A
101618,INFO 1100,Spring 2025,C
106409,DSCI 3210,Fall 2024,B
101160,INFO 1100,Spring 2024,F
101788,ITEC 3010,Spring 2024,A
109121,INFO 3600,Fall 2023,A
107923,INFO 1100,Spring 2024,B
109307,CSEC 4110,Fall 2023,B
101481,INFO 2200,Fall 2024,A
100951,DSCI 3210,Spring 2025,W
103291,INFO 3600,Spring 2025,B
102873,ITEC 3010,Spring 2024,C
102829,ITEC 3010,Spring 2024,F
107473,INFO 2600,Spring 2024,B
109926,INFO 3600,Spring 2025,C
108783,DSCI 4160,Fall 2023,F
105864,INFO 1100,Spring 2025,C
107077,INFO 2200,Fall 2024,D
108033,DSCI 3210,Spring 2024,F
108643,INFO 2200,Fall 2023,C
106912,DSCI 3210,Fall 2023,B
104358,LTEC 3120,Fall 2023,D
101441,CSEC 2100,Spring 2024,A
101297,INFO 2200,Fall 2023,C
101409,CSEC 2100,Spring 2024,A
106842,INFO 4300,Spring 2025,B
105336,INFO 1100,Spring 2025,B
104524,LTEC 2100,Spring 2025,B
103650,INFO 3340,Fall 2023,A
102410,LTEC 3120,Fall 2023,A
105683,LTEC 3120,Fall 2024,C
106740,CSEC 2100,Spring 2025,A
109501,CSEC 4110,Spring 2025,A
106007,CSEC 3220,Spring 2025,B
106057,INFO 1100,Fall 2024,D
105527,INFO 2200,Spring 2024,A
105676,ITEC 3010,Fall 2023,C
102006,INFO 2600,Spring 2024,B
103812,INFO 1100,Spring 2025,B
101399,INFO 2600,Fall 2023,B
100621,INFO 1100,Spring 2024,B
100255,CSEC 4110,Fall 2024,B
108339,INFO 4300,Fall 2024,A
102179,INFO 2200,Fall 2023,F
100343,ITEC 2010,Fall 2024,B
103389,INFO 4300,Fall 2023,B
105811,CSEC 3220,Fall 2024,B
106356,DSCI 3210,Fall 2024,A
104775,DSCI 4160,Fall 2023,A
100596,BUAN 2010,Fall 2023,A
105731,DSCI 3210,Fall 2023,C
106648,INFO 1100,Spring 2025,B
102455,INFO 3340,Fall 2024,A
103422,CSEC 4110,Fall 2024,C
105281,DSCI 4160,Spring 2025,A
109694,INFO 1100,Fall 2023,A
106794,INFO 2200,Spring 2025,B
103835,CSEC 2100,Fall 2024,B
100236,CSEC 2100,Spring 2025,B
108935,INFO 3600,Fall 2024,B
103156,INFO 1100,Fall 2024,C
