student_id,major,age,housing,commute_miles,work_hours_per_week,advisor_meetings,credits_attempted,final_gpa,study_hours_reported,enrollment_date,dropped_out,housing_clean,minutes_active,study_z,gpa_band
109188,Information Science,24,On-Campus,3.5,5,2,37,2.81,14.6,2022-08-28,1,On-Campus,3687,1.0729672840552786,"(2.0, 3.0]"
101095,Cybersecurity,33,Off-Campus,13.7,15,3,65,2.49,13.2,2024-03-02,0,Off-Campus,3892,0.7093010015892882,"(2.0, 3.0]"
109899,Data Science,24,Off-Campus,3.5,20,4,29,3.32,12.3,2023-11-01,0,Off-Campus,3797,0.4755155342897234,"(3.0, 4.0]"
105216,Information Technology,23,Off-Campus,13.8,10,2,0,2.75,8.8,2023-08-29,0,Off-Campus,2763,-0.43365017187525245,"(2.0, 3.0]"
101390,Business Analytics,26,off campus,5.0,25,4,73,2.27,,2022-12-07,1,Off-Campus,2800,,"(2.0, 3.0]"
108303,Information Technology,24,On-Campus,13.5,40,1,21,2.6,13.1,2024-02-18,0,On-Campus,4427,0.6833248385560033,"(2.0, 3.0]"
109254,Data Science,24,Off-Campus,4.0,0,0,39,2.78,8.5,2023-09-06,0,Off-Campus,3423,-0.5115786609751077,"(2.0, 3.0]"
105705,Cybersecurity,28,On-Campus,9.7,28,2,83,1.78,4.7,2022-09-10,0,On-Campus,2737,-1.4986728562399387,"(1.0, 2.0]"
107058,Cybersecurity,25,With Family,10.4,12,2,38,3.08,16.5,2023-08-22,0,With Family,4013,1.5665143816876943,"(3.0, 4.0]"
100591,Learning Technologies,22,with family,17.3,18,3,94,2.54,16.3,2024-05-28,0,With Family,4957,1.5145620556211243,"(2.0, 3.0]"
106031,Cybersecurity,25,with family,14.8,0,2,57,2.06,,2024-02-14,0,With Family,3560,,"(2.0, 3.0]"
101081,Information Technology,27,With Family,5.4,5,2,84,2.72,9.8,2022-11-06,0,With Family,3757,-0.17388854154240224,"(2.0, 3.0]"
102268,Cybersecurity,22,With Family,1.5,15,2,81,2.67,10.6,2023-09-10,0,With Family,3897,0.033920762723877694,"(2.0, 3.0]"
103279,Learning Technologies,34,Off-Campus,2.1,18,1,32,2.81,14.1,2024-03-30,1,Off-Campus,3728,0.9430864688888536,"(2.0, 3.0]"
105784,Cybersecurity,23,Off-Campus,5.2,5,3,45,2.51,12.0,2024-02-29,0,Off-Campus,4003,0.39758704518986815,"(2.0, 3.0]"
104543,Business Analytics,21,Off-Campus,1.7,18,0,47,2.22,6.1,2022-10-18,0,Off-Campus,1983,-1.1350065737739485,"(2.0, 3.0]"
108520,Learning Technologies,21, On-Campus,7.5,10,3,32,2.28,11.5,2024-05-26,0,On-Campus,3965,0.267706230023443,"(2.0, 3.0]"
100808,Business Analytics,27,With Family,11.2,5,3,45,2.8,14.3,2022-09-13,0,With Family,4212,0.9950387949554239,"(2.0, 3.0]"
109088,Learning Technologies,23,On-Campus,11.6,12,3,71,1.9,7.2,2024-03-03,0,On-Campus,3290,-0.8492687804078131,"(1.0, 2.0]"
109548,Learning Technologies,28,With Family,5.4,15,2,23,2.48,12.0,2024-04-16,0,With Family,3734,0.39758704518986815,"(2.0, 3.0]"
100255,Cybersecurity,23,Off-Campus,22.3,15,0,51,1.93,10.5,2022-10-30,0,Off-Campus,2298,0.00794459969059276,"(1.0, 2.0]"
108933,Data Science,24,With Family,4.2,40,3,59,0.0,4.0,2024-05-14,0,With Family,1850,-1.680505997472934,"(-0.01, 1.0]"
105060,Cybersecurity,23,With Family,15.0,40,1,75,2.37,7.5,2022-11-21,1,With Family,2408,-0.771340291307958,"(2.0, 3.0]"
106573,Data Science,24,On-Campus,11.3,20,1,35,1.77,2.0,2022-10-24,0,On-Campus,1379,-2.2000292581386343,"(1.0, 2.0]"
100015,Information Science,26,Off-campus,7.2,25,4,69,2.96,15.7,2024-03-11,0,Off-Campus,4586,1.3587050774214138,"(2.0, 3.0]"
103917,Business Analytics,26,Off-Campus,30.6,5,2,29,1.57,3.3,2024-04-09,0,Off-Campus,1957,-1.8623391387059292,"(1.0, 2.0]"
106901,Data Science,25,On-Campus,3.4,25,0,24,1.99,7.3,2024-04-23,0,On-Campus,2263,-0.8232926173745281,"(1.0, 2.0]"
102588,Cybersecurity,29,With Family,5.0,25,1,67,2.04,,2024-03-17,0,With Family,1606,,"(2.0, 3.0]"
101911,Cybersecurity,20,with family,20.9,5,1,28,0.99,4.2,2022-09-06,0,With Family,1553,-1.6285536714063638,"(-0.01, 1.0]"
104823,Business Analytics,24,Off-Campus,4.5,20,0,79,2.66,3.7,2024-03-14,0,Off-Campus,2860,-1.758434486572789,"(2.0, 3.0]"
105046,Business Analytics,27,On-Campus,6.6,18,4,0,2.75,11.3,2022-10-16,0,On-Campus,3980,0.21575390395687313,"(2.0, 3.0]"
108793,Data Science,20,On-Campus,5.8,18,5,13,2.73,11.9,2024-03-05,1,On-Campus,3833,0.3716108821565832,"(2.0, 3.0]"
101960,Learning Technologies,33,With Family,16.7,10,2,47,1.7,7.8,2022-10-25,0,With Family,2278,-0.693411802208103,"(1.0, 2.0]"
106904,Business Analytics,28,Off-campus,14.2,10,3,20,1.74,7.0,2024-04-02,0,Off-Campus,3001,-0.9012211064743831,"(1.0, 2.0]"
109499,Learning Technologies,30,Off-Campus,2.3,5,2,86,2.62,14.0,2024-03-22,0,Off-Campus,3641,0.9171103058555686,"(2.0, 3.0]"
107166,Cybersecurity,24,Off-Campus,11.7,15,5,105,3.25,19.8,2022-11-24,1,Off-Campus,4837,2.4237277617861004,"(3.0, 4.0]"
101338,Information Technology,24,Off-Campus,7.5,12,0,72,2.56,11.8,2022-11-08,0,Off-Campus,4288,0.3456347191232983,"(2.0, 3.0]"
107016,Business Analytics,21,With Family,8.0,25,5,24,2.54,13.8,2023-11-20,0,With Family,3181,0.8651579797889988,"(2.0, 3.0]"
108039,DataScience,23,Off-Campus,19.3,40,3,58,1.82,8.7,2024-04-23,0,Off-Campus,2482,-0.4596263349085379,"(1.0, 2.0]"
105607,Business Analytics,25,Off-Campus,16.9,20,1,0,1.13,,2023-09-11,0,Off-Campus,1810,,"(1.0, 2.0]"
102090,Information Technology,27,Off-campus,12.4,30,4,80,1.97,7.3,2024-05-12,0,Off-Campus,3237,-0.8232926173745281,"(1.0, 2.0]"
107496,Cybersecurity,20,With Family,4.4,10,2,87,2.3,10.3,2023-10-18,1,With Family,3087,-0.04400772637597711,"(2.0, 3.0]"
106832,Information Technology,23,Off-Campus,12.4,18,5,60,3.27,13.3,2024-05-04,0,Off-Campus,4047,0.7352771646225736,"(3.0, 4.0]"
104549,Cybersecurity,21,On-Campus,13.0,18,2,84,2.96,13.7,2023-12-08,0,On-Campus,4645,0.8391818167557134,"(2.0, 3.0]"
103984,DataScience,24,With Family,25.7,5,1,19,2.03,6.3,2023-08-21,1,With Family,2984,-1.0830542477073783,"(2.0, 3.0]"
108184,Cybersecurity,23,On-Campus,22.3,10,2,64,2.11,2.7,2023-08-29,0,On-Campus,2294,-2.018196116905639,"(2.0, 3.0]"
104408,Cyber Security,24,Off-Campus,11.7,5,1,21,1.53,8.1,2023-10-15,0,Off-Campus,2586,-0.6154833131082479,"(1.0, 2.0]"
104924,Cybersecurity,26,With Family,4.5,5,4,93,3.22,13.6,2024-05-10,0,With Family,4570,0.8132056537224285,"(3.0, 4.0]"
101781,Learning Technologies,24,With Family,29.0,5,0,33,2.89,12.8,2024-03-28,1,With Family,4277,0.6053963494561485,"(2.0, 3.0]"
107974,Business Analytics,28,Off-Campus,2.7,12,1,84,2.32,10.6,2024-05-18,0,Off-Campus,3669,0.033920762723877694,"(2.0, 3.0]"
102239,Business Analytics,199,On-Campus,16.9,0,2,0,1.54,6.0,2023-11-17,0,On-Campus,2121,-1.1609827368072334,"(1.0, 2.0]"
106863,Information Science,24,Off-Campus,26.2,35,0,58,1.94,7.3,2024-02-26,0,Off-Campus,3019,-0.8232926173745281,"(1.0, 2.0]"
108599,Business Analytics,20,With Family,28.7,20,2,62,0.88,4.8,2022-10-04,0,With Family,1111,-1.4726966932066536,"(-0.01, 1.0]"
105450,Cybersecurity,25,On-Campus,5.7,18,5,69,2.46,14.5,2023-10-19,0,On-Campus,4227,1.0469911210219938,"(2.0, 3.0]"
106273,Business Analytics,23,With Family,33.4,0,3,36,2.0,17.3,2023-10-20,1,With Family,4232,1.7743236859539746,"(1.0, 2.0]"
105259,Information Science,28,Off-Campus,3.1,0,1,25,1.65,,2022-11-09,0,Off-Campus,3772,,"(1.0, 2.0]"
100521,Cybersecurity,26,With Family,11.1,12,0,54,2.46,12.1,2022-12-08,0,With Family,3022,0.4235632082231531,"(2.0, 3.0]"
102956,Cybersecurity,27,Off-Campus,7.9,15,2,78,2.58,10.4,2022-09-05,0,Off-Campus,3443,-0.018031563342692174,"(2.0, 3.0]"
107624,Info Technology,24,With Family,2.2,10,2,89,2.36,9.1,2022-11-01,0,With Family,4210,-0.3557216827753977,"(2.0, 3.0]"
107900,Cybersecurity,24,off campus,1.7,28,2,41,1.34,6.1,2024-02-06,0,Off-Campus,2076,-1.1350065737739485,"(1.0, 2.0]"
105420,Cybersecurity,21,Off-Campus,15.3,15,1,36,1.81,,2023-12-05,0,Off-Campus,2740,,"(1.0, 2.0]"
105797,Data Science,27,Off-Campus,1.3,10,0,55,3.11,14.0,2024-03-21,0,Off-Campus,4441,0.9171103058555686,"(3.0, 4.0]"
104641,Cybersecurity,32,Off-Campus,10.9,28,2,31,2.31,9.7,2024-04-30,0,Off-Campus,3432,-0.1998647045756876,"(2.0, 3.0]"
102147,Information Technology,24,With Family,10.2,10,0,50,2.7,,2022-12-10,0,With Family,2907,,"(2.0, 3.0]"
106475,Information Science,24,With Family,15.9,12,3,44,1.89,8.0,2022-10-13,0,With Family,2998,-0.6414594761415329,"(1.0, 2.0]"
105365,Data Science,19,Off-Campus,10.1,35,3,64,2.81,11.6,2022-11-04,1,Off-Campus,3619,0.29368239305672794,"(2.0, 3.0]"
102373,Cybersecurity,24,With Family,11.5,30,1,67,1.81,7.9,2022-09-20,0,With Family,2761,-0.6674356391748179,"(1.0, 2.0]"
100493,Information Science,22,With Family,21.1,12,5,76,3.2,13.2,2024-05-22,0,With Family,4425,0.7093010015892882,"(3.0, 4.0]"
109274,Information  Science,25,Off-Campus,0.3,18,3,39,2.25,7.1,2022-09-24,0,Off-Campus,2659,-0.8752449434410982,"(2.0, 3.0]"
101441,Cybersecurity,24,Off-campus,3.4,0,3,78,3.04,6.9,2023-11-09,0,Off-Campus,3688,-0.927197269507668,"(3.0, 4.0]"
106794,Business Analytics,25,On-Campus,6.0,12,2,54,1.99,8.7,2024-03-28,0,On-Campus,3548,-0.4596263349085379,"(1.0, 2.0]"
101064,Business Analytics,25,Off-Campus,7.9,10,3,66,2.59,11.9,2023-10-20,0,Off-Campus,3676,0.3716108821565832,"(2.0, 3.0]"
107223,Cybersecurity,23,Off-Campus,1.0,0,1,14,3.42,16.3,2022-08-28,0,Off-Campus,4534,1.5145620556211243,"(3.0, 4.0]"
109714,Information Technology,35,With Family,2.5,18,3,45,2.84,12.4,2024-03-23,0,With Family,4090,0.5014916973230084,"(2.0, 3.0]"
104980,Information Science,29,Off-Campus,1.9,25,2,64,3.15,13.6,2022-11-22,0,Off-Campus,4724,0.8132056537224285,"(3.0, 4.0]"
106708,Information Technology,27,With Family,9.9,0,4,56,3.02,13.6,2023-10-20,0,With Family,4463,0.8132056537224285,"(3.0, 4.0]"
103928,Cybersecurity,24,With Family,9.7,12,2,0,2.79,14.8,2024-05-06,0,With Family,4364,1.124919610121849,"(2.0, 3.0]"
103604,Business Analytics,24,On-Campus,5.1,5,3,85,2.5,8.5,2022-11-21,0,On-Campus,3568,-0.5115786609751077,"(2.0, 3.0]"
100343,Information Technology,23,With Family,12.4,10,2,80,3.53,,2023-08-23,0,With Family,4692,,"(3.0, 4.0]"
101499,Cybersecurity,28, On-Campus,3.3,18,3,61,2.77,14.5,2022-09-16,1,On-Campus,4639,1.0469911210219938,"(2.0, 3.0]"
104864,Information Technology,28,Off-Campus,8.4,25,0,64,2.77,9.5,2024-05-04,0,Off-Campus,3665,-0.25181703064225747,"(2.0, 3.0]"
106412,Cybersecurity,25,On-Campus,6.1,20,1,72,2.39,10.1,2022-11-04,0,On-Campus,3055,-0.09596005244254743,"(2.0, 3.0]"
108725,Information Technology,26,Off-Campus,8.7,18,3,67,1.68,6.1,2024-05-10,1,Off-Campus,2982,-1.1350065737739485,"(1.0, 2.0]"
108077,Learning Technologies,22,Off-Campus,8.1,40,0,88,1.53,3.2,2023-10-03,0,Off-Campus,1460,-1.888315301739214,"(1.0, 2.0]"
108817,Information Science,24,Off-Campus,6.1,-10,5,16,2.73,12.0,2022-10-11,0,Off-Campus,4361,0.39758704518986815,"(2.0, 3.0]"
104350,Information Technology,26,Off-Campus,22.6,35,3,39,2.54,9.4,2023-11-16,0,Off-Campus,3204,-0.27779319367554245,"(2.0, 3.0]"
106386,Data Science,22,With Family,28.2,25,0,33,2.41,5.9,2024-03-07,1,With Family,2602,-1.1869588998405183,"(2.0, 3.0]"
109077,Information Science,30,Off-Campus,9.2,40,1,35,1.79,7.6,2024-05-25,1,Off-Campus,2359,-0.745364128274673,"(1.0, 2.0]"
107556,Data Science,27,On-Campus,26.2,20,0,41,1.3,0.5,2024-02-28,1,On-Campus,1612,-2.5896717036379098,"(1.0, 2.0]"
106567,Cyber Security,22,Off-Campus,1.3,25,3,28,3.11,12.8,2022-11-20,0,Off-Campus,3719,0.6053963494561485,"(3.0, 4.0]"
109694,Business Analytics,28,Off-Campus,4.8,15,0,54,3.19,13.6,2022-08-28,1,Off-Campus,4365,0.8132056537224285,"(3.0, 4.0]"
101282,Cybersecurity,25,Off-Campus,2.0,18,3,44,3.36,15.5,2022-09-05,1,Off-Campus,4271,1.306752751354844,"(3.0, 4.0]"
101567,Cybersecurity,21,On-Campus,9.5,35,4,58,2.78,14.3,2023-10-29,1,On-Campus,3907,0.9950387949554239,"(2.0, 3.0]"
103880,DataScience,35,Off-Campus,6.6,28,6,59,2.76,10.2,2024-03-10,0,Off-Campus,3481,-0.06998388940926249,"(2.0, 3.0]"
108141,Cybersecurity,27,Off-Campus,15.9,15,4,58,2.56,9.2,2023-12-07,1,Off-Campus,3492,-0.32974551974211275,"(2.0, 3.0]"
100683,Cybersecurity,23,On-Campus,19.1,30,0,67,1.7,9.9,2022-10-23,0,On-Campus,2450,-0.1479123785091173,"(1.0, 2.0]"
108062,Data Science,24,Off-Campus,3.8,0,2,53,2.71,10.5,2022-11-05,0,Off-Campus,4330,0.00794459969059276,"(2.0, 3.0]"
100725,Data Science,21,On-Campus,10.3,10,4,31,3.61,17.5,2024-04-24,0,On-Campus,5203,1.8262760120205446,"(3.0, 4.0]"
100866,Cybersecurity,25,With Family,2.9,15,2,48,2.61,12.2,2023-10-13,0,With Family,3614,0.449539371256438,"(2.0, 3.0]"
104249,Cybersecurity,26,Off-Campus,18.0,10,1,23,2.41,12.7,2022-08-29,0,Off-Campus,4488,0.5794201864228631,"(2.0, 3.0]"
106087,Information Science,20,off campus,20.0,12,2,46,2.18,10.8,2022-10-26,0,Off-Campus,3806,0.08587308879044803,"(2.0, 3.0]"
104559,Data Science,23,on-campus,16.2,25,2,27,2.35,8.6,2024-04-24,1,On-Campus,2308,-0.4856024979418228,"(2.0, 3.0]"
103377,Cybersecurity,24,With Family,26.3,15,1,36,2.68,11.2,2024-05-16,0,With Family,3514,0.18977774092358776,"(2.0, 3.0]"
101399,Information Science,28,Off-Campus,3.0,20,0,31,2.33,12.3,2024-05-15,0,Off-Campus,3117,0.4755155342897234,"(2.0, 3.0]"
100308,Information Science,30,Off-Campus,5.2,0,5,46,2.87,12.6,2024-05-01,1,Off-Campus,4055,0.5534440233895782,"(2.0, 3.0]"
105261,Business Analytics,29,off campus,17.4,28,2,56,1.63,,2022-12-09,0,Off-Campus,1811,,"(1.0, 2.0]"
102247,Cybersecurity,26,On-Campus,44.9,0,1,60,2.99,11.9,2024-02-16,0,On-Campus,4064,0.3716108821565832,"(2.0, 3.0]"
101709,Business Analytics,24,With Family,6.7,35,2,62,2.14,8.7,2024-05-15,0,With Family,2689,-0.4596263349085379,"(2.0, 3.0]"
103815,Cybersecurity,26,with family,10.4,5,4,110,2.7,13.5,2022-12-02,0,With Family,3609,0.7872294906891435,"(2.0, 3.0]"
103156,Cybersecurity,27,Off-Campus,17.7,15,5,13,2.24,7.5,2024-03-06,0,Off-Campus,3064,-0.771340291307958,"(2.0, 3.0]"
102610,Cybersecurity,25,Off-Campus,8.6,25,2,60,1.71,8.8,2022-12-06,0,Off-Campus,2841,-0.43365017187525245,"(1.0, 2.0]"
102572,DataScience,21,Off-Campus,5.0,15,0,89,2.31,9.0,2024-05-26,0,Off-Campus,3346,-0.3816978458086826,"(2.0, 3.0]"
104124,Data Science,24,Off-Campus,6.8,5,3,83,2.04,7.7,2022-12-05,0,Off-Campus,3125,-0.7193879652413879,"(2.0, 3.0]"
109441,Information Technology,29,On-Campus,12.0,0,1,102,1.55,12.8,2023-10-16,1,On-Campus,3576,0.6053963494561485,"(1.0, 2.0]"
103733,Data Science,23,Off-Campus,20.3,5,2,69,2.05,11.1,2023-11-13,1,Off-Campus,3268,0.1638015778903028,"(2.0, 3.0]"
100056,Business Analytics,27,with family,23.3,0,2,43,1.1,2.7,2022-12-01,1,With Family,1594,-2.018196116905639,"(1.0, 2.0]"
107548,Business Analytics,25,Off-campus,9.4,15,6,79,2.38,10.0,2022-10-30,0,Off-Campus,3431,-0.12193621547583236,"(2.0, 3.0]"
107446,Business Analytics,19,off campus,18.7,30,1,11,1.72,7.5,2022-10-22,0,Off-Campus,2893,-0.771340291307958,"(1.0, 2.0]"
103421,Information Technology,28,Off-Campus,2.8,5,2,88,3.06,9.9,2022-09-29,0,Off-Campus,3773,-0.1479123785091173,"(3.0, 4.0]"
108961,Data Science,20,Off-Campus,20.4,0,1,29,2.17,7.7,2024-04-28,0,Off-Campus,2653,-0.7193879652413879,"(2.0, 3.0]"
107400,Information Technology,25,On-Campus,6.5,28,0,31,1.57,0.6,2022-11-13,1,On-Campus,1039,-2.5636955406046247,"(1.0, 2.0]"
101903,Information Science,23,With Family,5.7,18,7,53,3.08,18.6,2022-12-20,0,With Family,5465,2.11201380538668,"(3.0, 4.0]"
104677,Learning Technologies,33,On-Campus,21.4,35,0,65,2.31,,2022-10-29,0,On-Campus,2622,,"(2.0, 3.0]"
108331,Cybersecurity,25,On-Campus,4.6,10,0,32,2.14,8.9,2023-12-15,0,On-Campus,2728,-0.40767400884196753,"(2.0, 3.0]"
104034,Cybersecurity,26,On-Campus,6.2,5,0,53,2.69,13.4,2022-08-28,0,On-Campus,3353,0.7612533276558586,"(2.0, 3.0]"
104524,Learning Technologies,25,Off-Campus,17.6,12,6,62,2.37,6.9,2024-02-01,1,Off-Campus,2359,-0.927197269507668,"(2.0, 3.0]"
109355,Info Technology,32,Off-Campus,1.6,20,2,45,2.17,,2022-11-06,0,Off-Campus,3068,,"(2.0, 3.0]"
105335,Learning Technologies,19,With Family,15.8,5,2,60,2.81,13.6,2023-11-20,0,With Family,4351,0.8132056537224285,"(2.0, 3.0]"
100938,Information Science,21,With Family,16.8,30,1,15,1.17,,2022-08-23,0,With Family,1354,,"(1.0, 2.0]"
108293,Information  Science,25,On-Campus,5.8,10,2,73,2.93,9.4,2022-09-20,0,On-Campus,3526,-0.27779319367554245,"(2.0, 3.0]"
101323,Information Technology,34,With Family,5.4,0,3,36,3.33,18.2,2024-04-12,0,With Family,4733,2.0081091532535393,"(3.0, 4.0]"
107381,Business Analytics,21,On-Campus,28.2,5,0,67,1.41,5.0,2022-09-20,1,On-Campus,2776,-1.4207443671400837,"(1.0, 2.0]"
101485,Data Science,25,On-Campus,8.9,10,3,36,2.56,10.8,2022-11-29,1,On-Campus,3744,0.08587308879044803,"(2.0, 3.0]"
108406,Data Science,21,Off-Campus,1.7,0,2,49,3.18,11.6,2022-08-23,1,Off-Campus,4934,0.29368239305672794,"(3.0, 4.0]"
100586,Information Technology,23,With Family,4.4,35,4,55,2.52,8.8,2024-05-25,1,With Family,2866,-0.43365017187525245,"(2.0, 3.0]"
105932,Business Analytics,33,With Family,19.0,18,0,55,2.05,6.4,2022-09-13,0,With Family,2226,-1.0570780846740933,"(2.0, 3.0]"
100482,Data Science,19,On-Campus,2.7,5,0,99,3.45,18.2,2022-09-19,0,On-Campus,5079,2.0081091532535393,"(3.0, 4.0]"
103415,Data Science,18,On-Campus,5.5,0,0,57,3.29,12.0,2024-04-19,0,On-Campus,4280,0.39758704518986815,"(3.0, 4.0]"
108819,Learning Technologies,31,with family,10.2,40,1,45,2.24,7.0,2022-10-11,0,With Family,3196,-0.9012211064743831,"(2.0, 3.0]"
100168,Learning Technologies,25,Off-Campus,9.7,5,4,28,3.24,17.8,2024-02-09,0,Off-Campus,5201,1.9042045011203999,"(3.0, 4.0]"
106625,DataScience,22,Off-Campus,19.8,18,2,37,2.14,8.7,2022-08-30,1,Off-Campus,3370,-0.4596263349085379,"(2.0, 3.0]"
103480,Cyber Security,25, On-Campus,10.5,10,2,24,2.86,12.2,2023-12-09,0,On-Campus,3905,0.449539371256438,"(2.0, 3.0]"
104558,Information Technology,28,with family,16.7,10,2,59,1.27,8.8,2022-08-28,0,With Family,2065,-0.43365017187525245,"(1.0, 2.0]"
109354,Business Analytics,24,With Family,4.8,0,4,63,3.5,12.0,2024-03-24,0,With Family,4578,0.39758704518986815,"(3.0, 4.0]"
107244,Cyber Security,26,On-Campus,25.8,10,3,47,2.5,14.9,2024-04-17,0,On-Campus,4385,1.150895773155134,"(2.0, 3.0]"
103573,Information Technology,23,Off-Campus,2.8,30,1,7,2.53,10.7,2023-11-21,0,Off-Campus,3325,0.05989692575716263,"(2.0, 3.0]"
101837,Info Technology,26,Off-Campus,24.7,15,1,71,1.83,7.7,2023-10-22,0,Off-Campus,2748,-0.7193879652413879,"(1.0, 2.0]"
106838,Cybersecurity,23, On-Campus,5.0,0,3,39,2.96,16.4,2022-11-15,0,On-Campus,3533,1.5405382186544088,"(2.0, 3.0]"
101594,Info Technology,23,Off-Campus,9.4,12,0,14,1.87,12.5,2022-10-22,1,Off-Campus,3375,0.5274678603562932,"(1.0, 2.0]"
109133,Data Science,29,On-Campus,1.3,10,5,61,3.68,18.2,2022-12-17,0,On-Campus,5316,2.0081091532535393,"(3.0, 4.0]"
107425,Learning Technologies,24,Off-Campus,32.1,25,1,25,1.78,6.4,2022-10-19,0,Off-Campus,2460,-1.0570780846740933,"(1.0, 2.0]"
109196,Information Technology,28,On-Campus,4.2,25,2,78,1.81,9.6,2024-02-29,0,On-Campus,3227,-0.22584086760897257,"(1.0, 2.0]"
100144,Data Science,22,Off-Campus,6.0,20,2,26,1.39,6.5,2022-10-04,0,Off-Campus,2254,-1.0311019216408082,"(1.0, 2.0]"
106740,Cybersecurity,31,Off-Campus,28.5,30,2,41,2.4,13.5,2022-11-14,0,Off-Campus,3630,0.7872294906891435,"(2.0, 3.0]"
102828,Business Analytics,35,With Family,25.9,28,1,62,2.01,,2024-05-23,0,With Family,1480,,"(2.0, 3.0]"
105407,Business Analytics,21,Off-Campus,9.2,20,3,33,1.73,6.9,2023-10-27,0,Off-Campus,3197,-0.927197269507668,"(1.0, 2.0]"
102369,Data Science,23,On-Campus,7.3,10,3,41,2.26,11.9,2022-10-17,0,On-Campus,3194,0.3716108821565832,"(2.0, 3.0]"
105580,Information Technology,25,With Family,13.5,25,1,67,2.42,8.1,2024-02-16,0,With Family,2587,-0.6154833131082479,"(2.0, 3.0]"
100790,Information Science,22,With Family,19.5,20,3,89,1.4,3.2,2024-02-21,0,With Family,1418,-1.888315301739214,"(1.0, 2.0]"
106473,Cybersecurity,25,Off-Campus,12.5,5,1,43,3.54,15.1,2022-09-23,0,Off-Campus,5420,1.2028480992217039,"(3.0, 4.0]"
107448,Information Technology,23,With Family,23.8,15,2,25,1.92,5.1,2022-09-11,1,With Family,1912,-1.3947682041067986,"(1.0, 2.0]"
109514,Cybersecurity,28,Off-Campus,3.5,40,1,29,2.36,5.0,2024-02-22,0,Off-Campus,2943,-1.4207443671400837,"(2.0, 3.0]"
106014,Cybersecurity,25,with family,15.4,0,3,20,3.38,16.6,2023-08-25,1,With Family,4658,1.5924905447209796,"(3.0, 4.0]"
100049,Cybersecurity,27,With Family,1.9,0,2,65,3.76,18.0,2022-09-24,1,With Family,5119,1.9561568271869696,"(3.0, 4.0]"
101200,Cybersecurity,25,Off-Campus,20.3,0,3,0,2.66,11.9,2023-11-02,0,Off-Campus,4138,0.3716108821565832,"(2.0, 3.0]"
101750,Information Science,27,With Family,2.0,20,4,91,2.78,12.7,2022-09-06,0,With Family,3447,0.5794201864228631,"(2.0, 3.0]"
101428,Cybersecurity,25,On-Campus,6.4,20,1,15,2.99,10.9,2022-10-15,0,On-Campus,3435,0.11184925182373295,"(2.0, 3.0]"
108259,Data Science,26,With Family,4.2,0,1,80,2.95,15.6,2022-09-13,0,With Family,4191,1.332728914388129,"(2.0, 3.0]"
106319,Learning Technologies,20,off campus,0.7,35,2,31,2.0,12.7,2024-05-22,0,Off-Campus,3562,0.5794201864228631,"(1.0, 2.0]"
100057,Cyber Security,27,Off-Campus,2.4,28,2,31,2.81,9.2,2024-03-01,0,Off-Campus,3974,-0.32974551974211275,"(2.0, 3.0]"
103870,DataScience,25,On-Campus,8.8,0,4,43,3.39,20.6,2023-10-19,0,On-Campus,5125,2.6315370660523807,"(3.0, 4.0]"
109151,Data Science,20,off campus,16.6,5,4,64,2.79,14.7,2024-02-02,0,Off-Campus,4033,1.0989434470885637,"(2.0, 3.0]"
105452,Cybersecurity,28,Off-campus,4.4,35,2,58,1.99,5.4,2022-10-01,0,Off-Campus,2257,-1.3168397150069435,"(1.0, 2.0]"
109305,Data Science,29,Off-Campus,15.5,5,1,20,2.49,9.4,2024-03-08,1,Off-Campus,3581,-0.27779319367554245,"(2.0, 3.0]"
108060,Information Technology,27,Off-Campus,36.6,12,1,37,1.36,,2024-05-08,0,Off-Campus,824,,"(1.0, 2.0]"
107454,Cyber Security,21,With Family,46.0,10,0,23,2.83,11.3,2022-12-06,0,With Family,2937,0.21575390395687313,"(2.0, 3.0]"
103794,Information Technology,32,With Family,9.4,25,2,27,1.55,7.2,2023-10-20,1,With Family,2327,-0.8492687804078131,"(1.0, 2.0]"
104927,Data Science,20,Off-Campus,6.9,15,2,35,1.93,,2022-11-19,0,Off-Campus,2130,,"(1.0, 2.0]"
105105,Information Technology,24,With Family,6.0,28,2,36,2.23,10.8,2023-09-27,0,With Family,2640,0.08587308879044803,"(2.0, 3.0]"
109012,Business Analytics,25,With Family,7.3,28,2,85,2.32,,2024-04-25,1,With Family,3417,,"(2.0, 3.0]"
103341,Business Analytics,24,On-Campus,14.7,15,1,0,1.58,,2024-01-30,1,On-Campus,1501,,"(1.0, 2.0]"
103655,Cybersecurity,30,With Family,23.9,15,3,44,2.54,,2024-05-07,0,With Family,2628,,"(2.0, 3.0]"
100458,Business Analytics,28,On-Campus,3.6,25,0,40,1.14,5.6,2023-09-01,1,On-Campus,2239,-1.2648873889403736,"(1.0, 2.0]"
100367,Info Technology,30,Off-Campus,0.9,5,4,116,2.67,9.5,2023-10-14,0,Off-Campus,3798,-0.25181703064225747,"(2.0, 3.0]"
109872,Information Science,21,On-Campus,29.8,15,0,0,0.0,,2025-01-19,0,On-Campus,2817,,"(-0.01, 1.0]"
100022,Information Technology,21,Off-campus,4.8,15,0,61,2.77,10.5,2024-05-23,0,Off-Campus,3509,0.00794459969059276,"(2.0, 3.0]"
100307,Information Science,25,on-campus,10.7,5,2,62,2.82,12.6,2022-09-15,1,On-Campus,3684,0.5534440233895782,"(2.0, 3.0]"
