student_id,week,lms_clicks,minutes_active
NU-101525,4,352,276
NU-101525,5,354,234
NU-101525,6,533,261
NU-101525,7,233,217
NU-101525,8,272,212
NU-101525,9,249,108
NU-101525,10,527,300
NU-101525,11,321,222
NU-101525,12,548,289
NU-101525,13,439,277
NU-101525,14,372,206
NU-101525,15,326,159
NU-101525,16,194,216
NU-101297,1,167,125
NU-101297,2,165,156
NU-101297,3,280,143
NU-101297,4,411,216
NU-101297,5,263,137
NU-101297,6,287,156
NU-101297,7,286,220
NU-101297,8,113,72
NU-101297,9,47,33
NU-101297,10,395,238
NU-101297,11,422,215
NU-101297,12,252,159
NU-101297,13,351,162
NU-101297,14,198,140
NU-101297,15,237,154
NU-101297,16,279,166
NU-101499,1,286,221
NU-101499,2,185,242
NU-101499,3,566,297
NU-101499,4,375,336
NU-101499,5,558,367
NU-101499,6,461,323
NU-101499,7,489,320
NU-101499,8,484,345
NU-101499,9,169,118
NU-101499,10,583,305
NU-101499,11,542,302
NU-101499,12,493,309
NU-101499,13,605,333
NU-101499,14,372,280
NU-101499,15,421,262
NU-101499,16,338,279
NU-108837,1,293,175
NU-108837,2,261,257
NU-108837,3,184,118
NU-108837,4,213,155
NU-108837,5,266,134
NU-108837,6,204,126
NU-108837,7,414,218
NU-108837,8,468,225
NU-108837,9,160,78
NU-108837,10,341,243
NU-108837,11,272,157
NU-108837,12,400,164
NU-108837,13,283,171
NU-108837,14,384,231
NU-108837,15,373,263
NU-108837,16,237,135
NU-102295,1,123,92
NU-102295,2,122,89
NU-102295,3,190,132
NU-102295,4,35,24
NU-102295,5,127,61
NU-102295,6,86,54
NU-102295,7,129,89
NU-102295,8,76,62
NU-102295,9,47,31
NU-102295,10,86,46
NU-102295,11,92,79
NU-102295,12,161,116
NU-102295,13,107,63
NU-102295,14,202,142
NU-102295,15,165,107
NU-102295,16,60,45
NU-102291,1,499,257
NU-102291,2,365,211
NU-102291,3,474,281
NU-102291,4,348,240
NU-102291,5,317,213
NU-102291,6,444,288
NU-102291,7,476,272
NU-102291,8,402,229
NU-102291,9,96,129
NU-102291,10,333,224
NU-102291,11,482,275
NU-102291,12,354,261
NU-102291,13,359,299
NU-102291,14,198,129
NU-102291,15,173,142
NU-102291,16,464,262
NU-100615,1,398,254
NU-100615,2,483,248
NU-100615,3,257,179
NU-100615,4,253,181
NU-100615,5,355,205
NU-100615,6,320,245
NU-100615,7,326,237
NU-100615,8,310,192
NU-100615,9,108,91
NU-100615,10,273,176
NU-100615,11,456,285
NU-100615,12,429,270
NU-100615,13,514,251
NU-100615,14,378,227
NU-100615,15,383,269
NU-100615,16,310,190
NU-100780,1,101,63
NU-100780,2,33,25
NU-100780,3,14,8
NU-100780,4,22,12
NU-100780,5,198,131
NU-100780,6,25,19
NU-100780,7,131,99
NU-100780,8,72,37
NU-100780,9,56,22
NU-100780,10,115,75
NU-100780,11,178,131
NU-100780,12,117,81
NU-100780,13,142,101
NU-100780,14,94,70
NU-100780,15,157,77
NU-100780,16,0,0
NU-109709,1,215,145
NU-109709,2,124,100
NU-109709,3,363,206
NU-109709,4,330,162
NU-109709,5,461,239
NU-109709,6,390,185
NU-109709,7,345,146
NU-109709,8,379,204
NU-109709,9,86,52
NU-109709,10,196,141
NU-109709,11,359,178
NU-109709,12,251,180
NU-109709,13,252,156
NU-109709,14,255,193
NU-109709,15,238,123
NU-109709,16,178,115
NU-106610,1,286,247
NU-106610,2,413,283
NU-106610,3,329,202
NU-106610,4,486,237
NU-106610,5,433,292
NU-106610,6,281,191
NU-106610,7,406,279
NU-106610,8,367,300
NU-106610,9,172,99
NU-106610,10,575,266
NU-106610,11,454,225
NU-106610,12,326,199
NU-106610,13,338,195
NU-106610,14,514,273
NU-106610,15,457,316
NU-106610,16,426,203
NU-105060,1,182,129
NU-105060,2,195,153
NU-105060,3,283,172
NU-105060,4,346,159
NU-105060,5,254,127
NU-105060,6,292,203
NU-105060,7,257,154
NU-105060,8,271,144
NU-105060,9,129,71
NU-105060,10,114,104
NU-105060,11,209,177
NU-105060,12,184,169
NU-105060,13,289,184
NU-105060,14,219,128
NU-105060,15,251,149
NU-105060,16,310,185
NU-108643,1,188,127
NU-108643,2,91,53
NU-108643,3,183,124
NU-108643,4,176,111
NU-108643,5,196,127
NU-108643,6,173,85
NU-108643,7,350,191
NU-108643,8,186,130
NU-108643,9,121,57
NU-108643,10,310,177
NU-108643,11,136,118
NU-108643,12,164,159
NU-108643,13,418,233
NU-108643,14,258,135
NU-108643,15,287,170
NU-108643,16,211,132
NU-107983,1,501,269
NU-107983,2,500,296
NU-107983,3,647,350
NU-107983,4,585,328
NU-107983,5,437,266
NU-107983,6,338,253
NU-107983,7,521,295
NU-107983,8,540,299
NU-107983,9,198,95
NU-107983,10,323,236
NU-107983,11,305,213
NU-107983,12,421,296
NU-107983,13,432,330
NU-107983,14,293,230
NU-107983,15,358,257
NU-107983,16,501,269
NU-104102,1,370,265
NU-104102,2,310,213
NU-104102,3,277,199
NU-104102,4,333,171
NU-104102,5,311,221
NU-104102,6,277,219
NU-104102,7,423,244
NU-104102,8,689,313
NU-104102,9,85,72
NU-104102,10,414,275
NU-104102,11,234,221
NU-104102,12,496,237
NU-104102,13,215,170
NU-104102,14,376,225
NU-104102,15,280,176
NU-104102,16,420,230
NU-105275,1,217,153
NU-105275,2,272,171
NU-105275,3,303,196
NU-105275,4,336,152
NU-105275,5,186,132
NU-105275,6,221,168
NU-105275,7,200,88
NU-105275,8,241,164
NU-105275,9,135,67
NU-105275,10,265,175
NU-105275,11,122,109
NU-105275,12,178,120
NU-105275,13,242,140
NU-105275,14,242,145
NU-105275,15,166,126
NU-105275,16,269,162
NU-105362,1,157,119
NU-105362,2,188,98
NU-105362,3,264,167
NU-105362,4,171,112
NU-105362,5,227,120
NU-105362,6,148,89
NU-105362,7,158,97
NU-105362,8,123,84
NU-105362,9,28,19
NU-105362,10,220,151
NU-105362,11,243,160
NU-105362,12,175,100
NU-105362,13,85,65
NU-105362,14,384,182
NU-105362,15,123,93
NU-105362,16,272,141
NU-103708,1,236,145
NU-103708,2,281,160
NU-103708,3,232,125
NU-103708,4,207,99
NU-103708,5,392,216
NU-103708,6,212,160
NU-103708,7,371,191
NU-103708,8,540,220
NU-103708,9,111,71
NU-103708,10,427,193
NU-103708,11,236,147
NU-103708,12,195,127
NU-103708,13,338,236
NU-103708,14,380,183
NU-103708,15,374,221
NU-103708,16,418,211
NU-101567,1,277,197
NU-101567,2,586,289
NU-101567,3,625,328
NU-101567,4,452,283
NU-101567,5,435,239
NU-101567,6,434,239
NU-101567,7,464,309
NU-101567,8,373,242
NU-101567,9,200,107
NU-101567,10,419,270
NU-101567,11,288,196
NU-101567,12,440,238
NU-101567,13,353,215
NU-101567,14,261,222
NU-101567,15,389,268
NU-101567,16,503,265
NU-100747,1,399,239
NU-100747,2,403,327
NU-100747,3,287,231
NU-100747,4,428,312
NU-100747,5,593,246
NU-100747,6,372,244
NU-100747,7,533,298
NU-100747,8,530,296
NU-100747,9,201,105
NU-100747,10,371,230
NU-100747,11,435,281
NU-100747,12,323,255
NU-100747,13,529,332
NU-100747,14,550,264
NU-100747,15,405,232
NU-100747,16,275,243
NU-100725,1,526,326
NU-100725,2,721,302
NU-100725,3,458,306
NU-100725,4,507,328
NU-100725,5,476,348
NU-100725,6,604,363
NU-100725,7,459,347
NU-100725,8,465,340
NU-100725,9,122,135
NU-100725,10,499,255
NU-100725,11,835,450
NU-100725,12,837,412
NU-100725,13,486,308
NU-100725,14,468,301
NU-100725,15,439,295
NU-100725,16,795,387
NU-103815,1,441,232
NU-103815,2,252,224
NU-103815,3,498,256
NU-103815,4,438,238
NU-103815,5,276,182
NU-103815,6,350,234
NU-103815,7,457,240
NU-103815,8,347,249
NU-103815,9,124,80
NU-103815,10,337,188
NU-103815,11,328,206
NU-103815,12,507,267
NU-103815,13,433,267
NU-103815,14,432,211
NU-103815,15,508,274
NU-103815,16,401,261
NU-109603,1,223,129
NU-109603,2,129,79
NU-109603,3,87,55
NU-109603,4,196,99
NU-109603,5,154,117
NU-109603,6,206,123
NU-109603,7,127,78
NU-109603,8,94,53
NU-109603,9,114,49
NU-109603,10,113,74
NU-109603,11,118,70
NU-109603,12,277,172
NU-109603,13,167,82
NU-109603,14,183,106
NU-109603,15,274,171
NU-109603,16,194,113
NU-103923,1,369,249
NU-103923,2,302,234
NU-103923,3,562,311
NU-103923,4,419,291
NU-103923,5,229,224
NU-103923,6,490,244
NU-103923,7,514,290
NU-103923,8,673,304
NU-103923,9,152,97
NU-103923,10,512,293
NU-103923,11,304,175
NU-103923,12,283,175
NU-103923,13,464,255
NU-103923,14,536,330
NU-103923,15,431,253
NU-103923,16,364,260
NU-103229,1,536,251
NU-103229,2,315,227
NU-103229,3,449,276
NU-103229,4,370,262
NU-103229,5,549,330
NU-103229,6,525,273
NU-103229,7,448,285
NU-103229,8,625,318
NU-103229,9,214,85
NU-103229,10,254,219
NU-103229,11,692,338
NU-103229,12,604,277
NU-103229,13,259,212
NU-103229,14,395,278
NU-103229,15,391,260
NU-103229,16,361,221
NU-102651,1,543,339
NU-102651,2,500,244
NU-102651,3,408,268
NU-102651,4,420,267
NU-102651,5,456,270
NU-102651,6,426,316
NU-102651,7,529,261
NU-102651,8,375,250
NU-102651,9,164,119
NU-102651,10,363,174
NU-102651,11,303,216
NU-102651,12,550,290
NU-102651,13,437,287
NU-102651,14,628,338
NU-102651,15,474,282
NU-102651,16,456,301
NU-104566,1,211,148
NU-104566,2,199,161
NU-104566,3,313,175
NU-104566,4,156,86
NU-104566,5,228,130
NU-104566,6,237,111
NU-104566,7,149,108
NU-104566,8,104,67
NU-104566,9,68,44
NU-104566,10,222,160
NU-104566,11,165,111
NU-104566,12,181,103
NU-104566,13,239,130
NU-104566,14,194,143
NU-104566,15,264,169
NU-104566,16,168,89
NU-102334,1,287,211
NU-102334,2,411,288
NU-102334,3,451,245
NU-102334,4,328,191
NU-102334,5,282,145
NU-102334,6,247,159
NU-102334,7,368,278
NU-102334,8,347,190
NU-102334,9,140,90
NU-102334,10,275,163
NU-102334,11,325,146
NU-102334,12,300,212
NU-102334,13,313,189
NU-102334,14,288,183
NU-102334,15,230,159
NU-102334,16,216,140
NU-102098,1,356,259
NU-102098,2,402,241
NU-102098,3,330,255
NU-102098,4,665,354
NU-102098,5,519,328
NU-102098,6,540,281
NU-102098,7,581,308
NU-102098,8,411,295
NU-102098,9,217,121
NU-102098,10,623,342
NU-102098,11,433,301
NU-102098,12,435,281
NU-102098,13,354,232
NU-102098,14,501,289
NU-102098,15,344,228
NU-102098,16,471,258
NU-104783,1,543,305
NU-104783,2,601,325
NU-104783,3,458,333
NU-104783,4,528,309
NU-104783,5,637,382
NU-104783,6,435,305
NU-104783,7,650,363
NU-104783,8,497,323
NU-104783,9,158,129
NU-104783,10,677,324
NU-104783,11,557,378
NU-104783,12,444,243
NU-104783,13,519,294
NU-104783,14,838,394
NU-104783,15,497,325
NU-104783,16,373,314
NU-102628,1,128,76
NU-102628,2,288,194
NU-102628,3,201,131
NU-102628,4,139,86
NU-102628,5,246,165
NU-102628,6,176,118
NU-102628,7,204,120
NU-102628,8,101,131
NU-102628,9,58,39
NU-102628,10,158,91
NU-102628,11,174,138
NU-102628,12,170,119
NU-102628,13,287,155
NU-102628,14,231,146
NU-102628,15,319,176
NU-102628,16,357,170
NU-108281,1,383,178
NU-108281,2,170,104
NU-108281,3,196,98
NU-108281,4,280,191
NU-108281,5,25,15
NU-108281,6,393,212
NU-108281,7,270,174
NU-108281,8,173,128
NU-108281,9,61,69
NU-108281,10,280,203
NU-108281,11,255,146
NU-108281,12,284,152
NU-108281,13,284,208
NU-108281,14,180,146
NU-108281,15,286,154
NU-108281,16,264,168
NU-104857,1,307,198
NU-104857,2,212,128
NU-104857,3,450,254
NU-104857,4,435,304
NU-104857,5,392,238
NU-104857,6,245,213
NU-104857,7,340,275
NU-104857,8,411,303
NU-104857,9,184,113
NU-104857,10,383,266
NU-104857,11,354,266
NU-104857,12,332,208
NU-104857,13,509,319
NU-104857,14,533,305
NU-104857,15,346,272
NU-104857,16,272,269
NU-105401,1,209,113
NU-105401,2,382,171
NU-105401,3,275,173
NU-105401,4,171,116
NU-105401,5,224,125
NU-105401,6,213,121
NU-105401,7,513,226
NU-105401,8,263,173
NU-105401,9,55,32
NU-105401,10,135,96
NU-105401,11,118,66
NU-105401,12,66,42
NU-105401,13,100,84
NU-105401,14,295,197
NU-105401,15,221,144
NU-105401,16,147,69
NU-101688,1,563,312
NU-101688,2,339,254
NU-101688,3,548,313
NU-101688,4,413,295
NU-101688,5,434,304
NU-101688,6,559,285
NU-101688,7,294,277
NU-101688,8,333,235
NU-101688,9,121,107
NU-101688,10,519,340
NU-101688,11,486,288
NU-101688,12,430,262
NU-101688,13,314,194
NU-101688,14,302,280
NU-101688,15,462,306
NU-101688,16,395,197
NU-100641,1,194,139
NU-100641,2,279,171
NU-100641,3,305,172
NU-100641,4,231,137
NU-100641,5,173,194
NU-100641,6,250,156
NU-100641,7,295,214
NU-100641,8,237,155
NU-100641,9,163,89
NU-100641,10,416,226
NU-100641,11,375,196
NU-100641,12,260,143
NU-100641,13,264,164
NU-100641,14,206,156
NU-100641,15,210,182
NU-100641,16,461,269
NU-102099,1,386,236
NU-102099,2,624,309
NU-102099,3,319,231
NU-102099,4,473,241
NU-102099,5,259,181
NU-102099,6,337,268
NU-102099,7,343,258
NU-102099,8,491,265
NU-102099,9,129,111
NU-102099,10,523,294
NU-102099,11,328,227
NU-102099,12,476,269
NU-102099,13,211,245
NU-102099,14,454,243
NU-102099,15,318,227
NU-102099,16,370,237
NU-100810,1,323,199
NU-100810,2,371,210
NU-100810,3,357,240
NU-100810,4,272,210
NU-100810,5,272,206
NU-100810,6,348,249
NU-100810,7,357,227
NU-100810,8,308,188
NU-100810,9,131,105
NU-100810,10,443,234
NU-100810,11,466,233
NU-100810,12,391,227
NU-100810,13,439,231
NU-100810,14,427,269
NU-100810,15,311,173
NU-100810,16,262,173
NU-106912,1,376,259
NU-106912,2,404,207
NU-106912,3,333,240
NU-106912,4,311,242
NU-106912,5,325,264
NU-106912,6,423,202
NU-106912,7,509,295
NU-106912,8,500,277
NU-106912,9,204,96
NU-106912,10,330,202
NU-106912,11,215,149
NU-106912,12,282,241
NU-106912,13,247,237
NU-106912,14,492,277
NU-106912,15,537,296
NU-106912,16,362,202
NU-105127,1,314,236
NU-105127,2,269,261
NU-105127,3,441,202
NU-105127,4,444,213
NU-105127,5,351,234
NU-105127,6,397,323
NU-105127,7,174,199
NU-105127,8,390,201
NU-105127,9,141,104
NU-105127,10,238,191
NU-105127,11,231,178
NU-105127,12,138,117
NU-105127,13,436,231
NU-105127,14,411,236
NU-105127,15,268,174
NU-105127,16,238,157
NU-103001,1,156,143
NU-103001,2,233,146
NU-103001,3,301,180
NU-103001,4,196,112
NU-103001,5,138,134
NU-103001,6,205,135
NU-103001,7,258,177
NU-103001,8,203,116
NU-103001,9,71,39
NU-103001,10,241,129
NU-103001,11,190,125
NU-103001,12,154,78
NU-103001,13,274,225
NU-103001,14,333,181
NU-103001,15,305,174
NU-103001,16,103,76
NU-103859,1,152,91
NU-103859,2,211,181
NU-103859,3,228,147
NU-103859,4,183,140
NU-103859,5,257,132
NU-103859,6,128,118
NU-103859,7,193,123
NU-103859,8,358,207
NU-103859,9,116,66
NU-103859,10,366,181
NU-103859,11,127,105
NU-103859,12,361,191
NU-103859,13,283,159
NU-103859,14,111,91
NU-103859,15,251,158
NU-103859,16,78,42
NU-103191,1,493,351
NU-103191,2,701,344
NU-103191,3,664,352
NU-103191,4,865,330
NU-103191,5,580,387
NU-103191,6,558,374
NU-103191,7,546,334
NU-103191,8,238,362
NU-103191,9,264,137
NU-103191,10,561,324
NU-103191,11,447,289
NU-103191,12,652,420
NU-103191,13,854,446
NU-103191,14,652,276
NU-103191,15,492,353
NU-103191,16,507,324
NU-104270,1,345,237
NU-104270,2,577,296
NU-104270,3,498,284
NU-104270,4,406,279
NU-104270,5,447,283
NU-104270,6,460,241
NU-104270,7,295,176
NU-104270,8,403,270
NU-104270,9,158,81
NU-104270,10,319,272
NU-104270,11,327,253
NU-104270,12,531,244
NU-104270,13,242,156
NU-104270,14,426,263
NU-104270,15,373,243
NU-104270,16,246,193
NU-103631,1,141,87
NU-103631,2,281,186
NU-103631,3,239,163
NU-103631,4,345,191
NU-103631,5,334,207
NU-103631,6,267,174
NU-103631,7,310,199
NU-103631,8,147,124
NU-103631,9,143,112
NU-103631,10,257,137
NU-103631,11,207,128
NU-103631,12,305,191
NU-103631,13,422,225
NU-103631,14,285,188
NU-103631,15,256,171
NU-103631,16,266,191
NU-101539,1,566,275
NU-101539,2,479,280
NU-101539,3,509,304
NU-101539,4,344,293
NU-101539,5,345,249
NU-101539,6,301,205
NU-101539,7,576,308
NU-101539,8,447,300
NU-101539,9,205,137
NU-101539,10,399,308
NU-101539,11,272,263
NU-101539,12,531,319
NU-101539,13,433,281
NU-101539,14,637,322
NU-101539,15,399,246
NU-101539,16,470,278
NU-109340,1,347,254
NU-109340,2,626,306
NU-109340,3,359,223
NU-109340,4,337,194
NU-109340,5,417,244
NU-109340,6,312,225
NU-109340,7,422,251
NU-109340,8,217,153
NU-109340,9,111,94
NU-109340,10,255,232
NU-109340,11,373,227
NU-109340,12,415,254
NU-109340,13,222,273
NU-109340,14,343,205
NU-109340,15,614,310
NU-109340,16,203,185
NU-107556,1,57,40
NU-107556,2,226,110
NU-107556,3,330,169
NU-107556,4,97,82
NU-107556,5,82,55
NU-107556,6,278,128
NU-107556,7,175,129
NU-107556,8,308,172
NU-107556,9,89,49
NU-107556,10,91,61
NU-107556,11,98,71
NU-107556,12,256,159
NU-107556,13,128,65
NU-107556,14,202,117
NU-107556,15,128,100
NU-107556,16,185,105
NU-104056,1,0,0
NU-104056,2,171,88
NU-104056,3,136,83
NU-104056,4,151,121
NU-104056,5,149,125
NU-104056,6,6,4
NU-104056,7,87,57
NU-104056,8,227,109
NU-104056,9,0,0
NU-104056,10,97,53
NU-104056,11,72,46
NU-104056,12,229,126
NU-104056,13,69,48
NU-104056,14,129,106
NU-104056,15,98,71
NU-104056,16,75,52
NU-107617,1,367,231
NU-107617,2,303,171
NU-107617,3,313,194
NU-107617,4,467,234
NU-107617,5,160,112
NU-107617,6,199,149
NU-107617,7,247,192
NU-107617,8,274,137
NU-107617,9,174,108
NU-107617,10,144,83
NU-107617,11,334,223
NU-107617,12,407,228
NU-107617,13,318,157
NU-107617,14,562,297
NU-107617,15,216,188
NU-107617,16,343,223
NU-105970,1,453,217
NU-105970,2,245,126
NU-105970,3,207,134
NU-105970,4,202,134
NU-105970,5,208,179
NU-105970,6,307,200
NU-105970,7,399,220
NU-105970,8,230,209
NU-105970,9,147,75
NU-105970,10,259,213
NU-105970,11,257,155
NU-105970,12,386,173
NU-105970,13,378,186
NU-105970,14,229,112
NU-105970,15,378,238
NU-105970,16,155,108
NU-106122,1,265,145
NU-106122,2,170,101
NU-106122,3,447,188
NU-106122,4,190,135
NU-106122,5,581,291
NU-106122,6,221,118
NU-106122,7,331,234
NU-106122,8,460,222
NU-106122,9,118,74
NU-106122,10,312,118
NU-106122,11,227,192
NU-106122,12,357,213
NU-106122,13,285,185
NU-106122,14,294,182
NU-106122,15,341,194
NU-106122,16,386,249
NU-102125,1,146,95
NU-102125,2,159,126
NU-102125,3,174,157
NU-102125,4,146,123
NU-102125,5,323,174
NU-102125,6,196,137
NU-102125,7,119,84
NU-102125,8,381,202
NU-102125,9,105,59
NU-102125,10,241,152
NU-102125,11,197,106
NU-102125,12,144,96
NU-102125,13,135,91
NU-102125,14,152,130
NU-102125,15,181,116
NU-102125,16,153,81
NU-107496,1,376,184
NU-107496,2,308,179
NU-107496,3,224,187
NU-107496,4,366,207
NU-107496,5,403,237
NU-107496,6,442,213
NU-107496,7,396,205
NU-107496,8,295,217
NU-107496,9,116,82
NU-107496,10,190,247
NU-107496,11,377,216
NU-107496,12,224,138
NU-107496,13,323,252
NU-107496,14,253,149
NU-107496,15,285,202
NU-107496,16,232,172
NU-105932,1,141,143
NU-105932,2,175,125
NU-105932,3,343,150
NU-105932,4,251,141
NU-105932,5,319,173
NU-105932,6,144,93
NU-105932,7,225,131
NU-105932,8,192,167
NU-105932,9,77,50
NU-105932,10,170,106
NU-105932,11,366,197
NU-105932,12,152,138
NU-105932,13,229,125
NU-105932,14,301,196
NU-105932,15,304,199
NU-105932,16,166,92
NU-108106,1,272,156
NU-108106,2,395,227
NU-108106,3,276,186
NU-108106,4,352,200
NU-108106,5,360,219
NU-108106,6,222,150
NU-108106,7,448,253
NU-108106,8,213,172
NU-108106,9,205,120
NU-108106,10,196,164
NU-108106,11,302,183
NU-108106,12,240,184
NU-108106,13,323,199
NU-108106,14,229,186
NU-108106,15,256,168
NU-108106,16,540,231
NU-105231,1,533,275
NU-105231,2,369,211
NU-105231,3,376,242
NU-105231,4,416,258
NU-105231,5,389,275
NU-105231,6,407,210
NU-105231,7,375,279
NU-105231,8,371,228
NU-105231,9,211,114
NU-105231,10,476,202
NU-105231,11,286,244
NU-105231,12,306,227
NU-105231,13,358,209
NU-105231,14,445,227
NU-105231,15,303,243
NU-105231,16,381,206
NU-103971,1,306,275
NU-103971,2,207,218
NU-103971,3,593,320
NU-103971,4,422,214
NU-103971,5,601,295
NU-103971,6,347,208
NU-103971,7,451,247
NU-103971,8,439,289
NU-103971,9,194,105
NU-103971,10,316,198
NU-103971,11,448,216
NU-103971,12,345,253
NU-103971,13,411,216
NU-103971,14,478,302
NU-103971,15,349,229
NU-103971,16,522,261
NU-107905,1,564,261
NU-107905,2,405,232
NU-107905,3,261,190
NU-107905,4,274,168
NU-107905,5,217,150
NU-107905,6,412,228
NU-107905,7,246,218
NU-107905,8,560,278
NU-107905,9,132,94
NU-107905,10,440,258
NU-107905,11,235,229
NU-107905,12,256,208
NU-107905,13,380,195
NU-107905,14,263,224
NU-107905,15,272,267
NU-107905,16,467,283
NU-104609,1,460,280
NU-104609,2,399,280
NU-104609,3,460,228
NU-104609,4,611,357
NU-104609,5,423,262
NU-104609,6,655,322
NU-104609,7,504,269
NU-104609,8,566,272
NU-104609,9,193,144
NU-104609,10,472,259
NU-104609,11,381,246
NU-104609,12,532,274
NU-104609,13,472,280
NU-104609,14,432,328
NU-104609,15,298,208
NU-104609,16,595,298
NU-109714,1,441,283
NU-109714,2,586,324
NU-109714,3,418,295
NU-109714,4,232,240
NU-109714,5,376,279
NU-109714,6,270,276
NU-109714,7,264,243
NU-109714,8,449,275
NU-109714,9,94,70
NU-109714,10,447,249
NU-109714,11,380,265
NU-109714,12,473,303
NU-109714,13,267,181
NU-109714,14,410,274
NU-109714,15,544,272
NU-109714,16,327,261
NU-107049,1,298,211
NU-107049,2,335,248
NU-107049,3,368,231
NU-107049,4,568,269
NU-107049,5,329,182
NU-107049,6,382,196
NU-107049,7,339,225
NU-107049,8,240,187
NU-107049,9,142,105
NU-107049,10,309,222
NU-107049,11,435,293
NU-107049,12,400,244
NU-107049,13,427,257
NU-107049,14,321,176
NU-107049,15,376,262
NU-107049,16,548,286
NU-109409,1,568,324
NU-109409,2,279,305
NU-109409,3,426,325
NU-109409,4,737,365
NU-109409,5,357,278
NU-109409,6,555,346
NU-109409,7,511,339
NU-109409,8,362,274
NU-109409,9,207,119
NU-109409,10,346,235
NU-109409,11,472,266
NU-109409,12,606,327
NU-109409,13,416,283
NU-109409,14,800,361
NU-109409,15,313,282
NU-109409,16,244,267
NU-108713,1,295,181
NU-108713,2,162,103
NU-108713,3,114,85
NU-108713,4,289,154
NU-108713,5,223,123
NU-108713,6,159,93
NU-108713,7,380,158
NU-108713,8,151,93
NU-108713,9,134,71
NU-108713,10,277,155
NU-108713,11,166,115
NU-108713,12,148,87
NU-108713,13,220,142
NU-108713,14,160,123
NU-108713,15,88,100
NU-108713,16,18,14
NU-107671,1,494,296
NU-107671,2,272,178
NU-107671,3,377,255
NU-107671,4,539,257
NU-107671,5,399,218
NU-107671,6,352,202
NU-107671,7,368,188
NU-107671,8,509,270
NU-107671,9,132,136
NU-107671,10,358,247
NU-107671,11,270,230
NU-107671,12,290,227
NU-107671,13,333,237
NU-107671,14,254,278
NU-107671,15,247,190
NU-107671,16,295,206
NU-102691,1,295,247
NU-102691,2,463,317
NU-102691,3,343,276
NU-102691,4,375,198
NU-102691,5,372,286
NU-102691,6,549,270
NU-102691,7,372,250
NU-102691,8,249,218
NU-102691,9,133,121
NU-102691,10,365,292
NU-102691,11,276,269
NU-102691,12,402,258
NU-102691,13,418,312
NU-102691,14,621,313
NU-102691,15,351,312
NU-102691,16,405,339
NU-108387,1,394,261
NU-108387,2,293,184
NU-108387,3,332,206
NU-108387,4,543,243
NU-108387,5,218,202
NU-108387,6,149,181
NU-108387,7,526,238
NU-108387,8,366,196
NU-108387,9,175,91
NU-108387,10,340,227
NU-108387,11,437,278
NU-108387,12,327,182
NU-108387,13,404,219
NU-108387,14,467,336
NU-108387,15,404,279
NU-108387,16,322,181
NU-104543,1,152,112
NU-104543,2,269,169
NU-104543,3,171,153
NU-104543,4,153,75
NU-104543,5,174,99
NU-104543,6,252,168
NU-104543,7,250,182
NU-104543,8,163,107
NU-104543,9,125,74
NU-104543,10,250,149
NU-104543,11,77,60
NU-104543,12,199,111
NU-104543,13,308,154
NU-104543,14,222,139
NU-104543,15,150,130
NU-104543,16,134,101
NU-101828,1,646,268
NU-101828,2,386,213
NU-101828,3,309,193
NU-101828,4,476,252
NU-101828,5,405,239
NU-101828,6,512,283
NU-101828,7,353,200
NU-101828,8,558,236
NU-101828,9,178,111
NU-101828,10,339,242
NU-101828,11,499,307
NU-101828,12,286,226
NU-101828,13,286,214
NU-101828,14,437,279
NU-101828,15,401,227
NU-101828,16,368,218
NU-100862,1,164,117
NU-100862,2,212,138
NU-100862,3,167,97
NU-100862,4,294,162
NU-100862,5,259,177
NU-100862,6,247,134
NU-100862,7,198,130
NU-100862,8,308,205
NU-100862,9,123,70
NU-100862,10,274,189
NU-100862,11,314,193
NU-100862,12,251,136
NU-100862,13,218,178
NU-100862,14,214,140
NU-100862,15,213,143
NU-100862,16,111,96
NU-108209,1,480,229
NU-108209,2,240,207
NU-108209,3,282,189
NU-108209,4,377,203
NU-108209,5,370,216
NU-108209,6,409,249
NU-108209,7,250,208
NU-108209,8,306,234
NU-108209,9,123,85
NU-108209,10,243,188
NU-108209,11,286,184
NU-108209,12,366,220
NU-108209,13,270,151
NU-108209,14,258,157
NU-108209,15,349,180
NU-108209,16,309,199
NU-103109,1,319,178
NU-103109,2,536,256
NU-103109,3,392,252
NU-103109,4,177,148
NU-103109,5,290,186
NU-103109,6,202,156
NU-103109,7,313,203
NU-103109,8,261,202
NU-103109,9,144,85
NU-103109,10,266,198
NU-103109,11,397,217
NU-103109,12,277,188
NU-103109,13,431,243
NU-103109,14,308,199
NU-103109,15,512,242
NU-103109,16,329,201
NU-106409,1,481,262
NU-106409,2,353,238
NU-106409,3,303,200
NU-106409,4,451,239
NU-106409,5,364,274
NU-106409,6,251,192
NU-106409,7,218,205
NU-106409,8,547,228
NU-106409,9,251,143
NU-106409,10,411,299
NU-106409,11,337,256
NU-106409,12,652,315
NU-106409,13,582,328
NU-106409,14,575,367
NU-106409,15,499,288
NU-106409,16,575,296
NU-105317,1,203,138
NU-105317,2,281,150
NU-105317,3,153,186
NU-105317,4,206,174
NU-105317,5,314,186
NU-105317,6,247,163
NU-105317,7,303,228
NU-105317,8,443,194
NU-105317,9,151,111
NU-105317,10,167,91
NU-105317,11,302,163
NU-105317,12,319,168
NU-105317,13,284,192
NU-105317,14,343,197
NU-105317,15,356,210
NU-105317,16,374,213
