student_id,major,age,housing,commute_miles,work_hours_per_week,advisor_meetings,credits_attempted,final_gpa,study_hours_reported,enrollment_date,dropped_out
NU-100148,Learning Technologies,25,On-Campus,18.9,20,1,36,0.0,,2022-10-08,0
NU-109106,Cybersecurity,25,Off-Campus,18.9,30,0,38,1.36,2.1,11/24/2022,1
NU-101596,Learning Technologies,25,With Family,25.3,15,4,62,2.5,12.7,05/18/2024,0
NU-103093,Information Technology,32,Off-Campus,39.3,10,1,83,3.04,11.4,11/12/2022,0
NU-105527,Data Science,21,Off-Campus,13.9,20,3,40,1.89,8.4,12/17/2022,0
NU-101070,Learning Technologies,29,Off-campus,4.6,10,4,19,2.75,12.4,12/07/2022,0
NU-101592,Cybersecurity,22,Off-campus,22.4,35,1,90,2.58,8.1,12/11/2022,0
NU-104878,Information Science,30,On-Campus,1.8,0,1,87,2.12,8.2,11/30/2023,0
NU-108325,Cybersecurity,23,Off-Campus,8.0,20,1,74,2.16,11.7,08-Nov-2022,0
NU-103842,Information Science,25,On-Campus,3.1,40,3,65,2.13,9.8,10/10/2022,0
NU-109053,Cybersecurity,24,Off-Campus,4.1,20,2,7,2.21,8.5,05/25/2024,0
NU-102483,Information Science,26,Off-Campus,5.3,0,3,7,2.68,10.4,04-Oct-2022,0
NU-108361,Cyber Security,24,With Family,9.5,18,6,53,3.44,17.2,14-Dec-2022,0
NU-102950,Cybersecurity,26,Off-campus,7.5,15,5,51,2.41,13.4,10/17/2022,0
NU-103280,Information Technology,37,Off-Campus,2.4,10,1,59,1.39,,10/17/2022,0
NU-101985,Information  Science,26,On-Campus,4.1,20,2,68,1.93,7.8,03-Feb-2024,0
NU-102016,Business Analytics,20,With Family,8.5,0,4,41,3.06,15.0,04/28/2024,0
NU-108319,Information Science,23,Off-Campus,12.9,10,3,65,2.41,15.3,22-Nov-2022,0
NU-103134,Information Science,27,With Family,1.4,25,1,59,1.55,5.0,2022-11-06,1
NU-105188,Information Science,28,Off-Campus,13.2,25,1,58,2.16,7.2,10/16/2022,0
NU-106381,Cybersecurity,26,With Family,51.9,25,3,73,2.21,5.7,2024-04-14,1
NU-100913,Data Science,23,On-Campus,4.9,15,1,74,3.08,11.8,09/19/2022,0
NU-104383,Information Technology,22,Off-Campus,7.1,0,2,97,2.49,7.0,08/30/2022,1
NU-102475,Information Science,23,On-Campus,27.8,10,3,50,1.77,6.7,2023-12-05,1
NU-108803,Data Science,25,on-campus,2.2,0,3,41,2.7,13.9,10/03/2022,0
NU-104795,Business Analytics,23,Off-Campus,10.5,5,0,84,3.32,9.3,2022-09-11,0
NU-104004,Learning Technologies,32,With Family,8.7,20,3,60,3.41,15.0,04/29/2024,0
NU-100327,Cyber Security,29,On-Campus,18.3,10,1,13,2.51,9.1,2024-02-19,0
NU-104193,Data Science,24,Off-campus,17.1,0,0,67,2.25,9.1,22-Sep-2023,0
NU-103818,Business Analytics,25,On-Campus,1.7,28,2,87,2.74,15.9,2023-10-10,0
NU-106237,Cybersecurity,25, On-Campus,6.3,28,5,85,2.92,14.7,10/18/2022,0
NU-108337,Cybersecurity,23,Off-Campus,16.9,15,1,68,2.76,13.6,04/08/2024,0
NU-101657,Data Science,23,With Family,11.4,25,2,42,1.64,6.2,02/06/2024,0
NU-103508,Information Technology,24,With Family,5.3,25,1,54,2.88,12.7,2024-03-19,0
NU-107031,Information Technology,24,Off-Campus,3.9,18,3,48,3.07,11.2,10/20/2022,0
NU-104547,Cybersecurity,23,On-Campus,7.3,10,3,62,2.49,17.0,05/27/2024,0
NU-101572,Business Analytics,33,Off-Campus,7.6,30,2,62,2.46,12.5,2022-11-20,0
NU-105796,Information Technology,26,Off-Campus,13.6,15,0,38,2.89,8.1,12/03/2023,0
NU-109844,Cybersecurity,23,Off-Campus,4.7,0,5,69,2.49,17.5,01/31/2024,0
NU-100546,Learning Technologies,28,Off-Campus,19.4,5,4,74,2.63,11.2,09/07/2023,0
NU-105698,Information Science,24,With Family,17.3,0,4,61,3.11,12.4,02/04/2024,0
NU-109185,Learning Technologies,28,off campus,4.5,12,1,56,3.78,15.6,24-Aug-2022,0
NU-105823,Information Science,24,With Family,12.5,30,4,78,2.82,10.7,03/15/2024,0
NU-109103,Business Analytics,21,On-Campus,20.5,30,2,75,1.79,10.7,03/25/2024,0
NU-105334,Cybersecurity,25,On-Campus,0.5,30,7,18,3.18,11.8,09/20/2022,0
NU-105572,Cybersecurity,28,Off-Campus,2.7,28,1,62,2.11,10.5,2022-10-14,0
NU-105051,Learning Technologies,27,Off-campus,13.9,20,4,5,1.54,10.4,03/05/2024,0
NU-101691,Cyber Security,22,On-Campus,11.5,20,2,14,2.43,14.3,12/20/2022,0
NU-107178,Information Science,22,on-campus,20.1,30,0,56,1.52,5.1,2022-09-15,1
NU-106749,Information Technology,29,On-Campus,6.8,30,3,63,2.06,13.4,12/02/2022,0
NU-109923,Information Technology,34, On-Campus,13.9,5,0,69,2.5,12.0,04/04/2024,0
NU-109258,Business Analytics,30,Off-Campus,1.9,0,1,27,3.01,11.8,04/20/2024,0
NU-103777,Cybersecurity,23,With Family,17.4,0,0,35,2.15,10.6,09/22/2022,0
NU-103441,Cybersecurity,29,Off-Campus,9.7,10,2,96,2.6,14.8,31-Aug-2023,0
NU-109030,Information Technology,29,With Family,18.7,20,3,37,2.07,4.9,2022-09-19,1
NU-105833,Information Technology,21,Off-Campus,2.8,12,3,51,3.17,13.9,09/26/2023,0
NU-100747,Information Technology,24,Off-Campus,9.3,12,3,79,2.48,13.2,12/11/2022,0
NU-103141,Learning Technologies,28,On-Campus,1.5,10,5,14,3.63,18.4,12/15/2022,0
NU-106805,DataScience,23,Off-Campus,16.0,25,1,84,1.99,7.3,03/11/2024,0
NU-105271,Learning Technologies,20,With Family,25.6,18,2,42,1.97,6.9,27-Feb-2024,0
NU-105386,Information Technology,32,Off-Campus,8.5,40,0,78,3.01,,10/27/2022,1
NU-107106,Business Analytics,26,Off-Campus,28.9,12,0,57,2.21,4.4,2024-02-22,0
NU-100686,Information Science,29,Off-Campus,7.7,20,5,66,1.64,5.8,2024-03-31,0
NU-106409,Data Science,26,On-Campus,2.5,0,2,63,2.94,10.7,10/24/2022,0
NU-102650,Cybersecurity,26, On-Campus,27.0,10,3,23,2.68,10.5,03/12/2024,0
NU-105275,DataScience,22,On-Campus,6.9,25,2,79,1.8,,30-Aug-2022,1
NU-104610,Cybersecurity,27,Off-Campus,20.9,0,0,76,1.79,9.0,2023-09-01,0
NU-102098,Cybersecurity,27,Off-Campus,7.6,15,1,39,3.21,17.7,06-Dec-2022,0
NU-103656,Data Science,23,On-Campus,2.0,0,1,72,2.82,7.7,2022-11-23,0
NU-105656,Information Technology,30,Off-Campus,9.8,18,5,42,3.33,16.2,09/08/2022,0
NU-104271,Information Science,32,off campus,5.9,0,6,41,2.39,16.9,2022-10-06,0
NU-107347,Cybersecurity,24,With Family,23.8,15,5,15,2.69,7.1,07-May-2024,0
NU-105340,Information Science,21,On-Campus,16.3,40,1,80,2.0,6.1,11/04/2023,0
NU-100128,Information Technology,27,On-Campus,5.5,5,4,25,3.22,12.8,11/15/2023,0
NU-107504,Learning Technologies,24,Off-Campus,15.2,10,0,42,2.07,10.2,2022-11-05,0
NU-102829,Information Technology,26,With Family,2.3,5,2,65,2.01,8.5,09/24/2022,1
NU-105588,Information Science,26,With Family,3.8,18,2,60,2.5,11.3,09/26/2022,0
NU-105150,Cybersecurity,22,Off-Campus,5.2,12,2,6,2.71,11.9,11/18/2022,1
NU-108683,Cybersecurity,20,Off-campus,10.1,12,1,64,2.08,7.0,11/22/2022,0
NU-102832,Cybersecurity,26,Off-Campus,22.7,12,2,55,1.52,,05/21/2024,0
NU-106165,Cybersecurity,24,Off-Campus,15.6,28,5,63,1.97,8.0,10/05/2022,0
NU-107961,Business Analytics,28,On-Campus,18.4,25,1,44,0.74,,2022-10-11,0
NU-101751,Cybersecurity,28,on-campus,3.4,5,6,44,2.12,8.8,05/13/2024,0
NU-103676,Business Analytics,23,With Family,5.1,10,5,34,3.69,10.3,2022-11-05,0
NU-108244,Information Technology,22,Off-Campus,7.7,5,0,89,2.97,14.4,2023-09-09,0
NU-103783,Cybersecurity,24,Off-Campus,2.0,28,2,30,2.02,3.3,09/06/2023,1
NU-102047,Learning Technologies,25,Off-campus,8.5,5,0,42,2.78,12.6,10/28/2023,0
NU-109863,Cybersecurity,26,With Family,20.7,28,2,47,1.26,6.1,11/20/2022,1
NU-102094,Cybersecurity,21,With Family,11.8,10,3,46,3.75,13.6,10/23/2022,0
NU-103854,Cybersecurity,25,On-Campus,4.6,0,3,67,2.87,9.7,2024-03-22,0
NU-107778,Data Science,24,Off-Campus,4.7,30,2,8,2.45,11.9,12/04/2022,0
NU-108211,Cybersecurity,26,With Family,4.8,0,1,38,3.91,15.2,2024-05-10,0
NU-105739,Information Technology,26,With Family,7.6,20,1,67,1.86,7.7,12/17/2022,0
NU-100210,Data Science,27,Off-Campus,21.7,0,0,22,0.0,,09/10/2022,1
NU-101515,Business Analytics,23,On-Campus,22.8,12,0,40,0.92,6.8,2024-05-14,1
NU-109178,Cybersecurity,26,Off-Campus,20.3,25,3,91,1.61,5.6,26-Oct-2022,0
NU-108888,Information  Science,27,With Family,10.6,12,3,33,3.3,14.2,2024-03-07,0
NU-104644,Cybersecurity,24,With Family,6.3,35,0,17,1.72,6.5,04/10/2024,1
NU-107905,Learning Technologies,23,Off-Campus,6.0,25,1,66,3.1,9.6,2022-08-24,0
NU-100783,Data Science,29,Off-Campus,19.0,5,4,42,2.08,8.6,12/18/2022,1
NU-107821,DataScience,20,On-Campus,2.4,15,0,72,3.47,13.2,2022-10-25,0
NU-105936,Learning Technologies,23,Off-campus,10.7,5,2,49,2.2,,02/01/2024,0
NU-107507,Information Science,24,On-Campus,19.0,35,2,94,1.02,1.6,03/22/2024,1
NU-107255,Learning Technologies,28,with family,1.5,15,5,80,2.16,9.6,05/02/2024,0
NU-101394,Cybersecurity,23,Off-Campus,17.1,5,2,89,1.45,,10/22/2023,1
NU-104557,Data Science,22,With Family,12.5,35,2,38,2.12,10.3,2022-09-26,0
NU-108902,Data Science,21,Off-Campus,25.2,30,0,67,1.65,,12/02/2022,0
NU-105179,Cybersecurity,26,On-Campus,4.4,0,4,47,2.62,6.8,12/19/2022,1
NU-103828,Data Science,28,With Family,7.6,5,2,58,1.64,8.7,09/03/2022,0
NU-102179,Business Analytics,23,Off-campus,16.4,0,2,5,2.02,8.7,11/08/2022,0
NU-108917,Business Analytics,25,On-Campus,13.5,20,1,58,2.7,,2022-11-19,0
NU-108925,Cybersecurity,29,Off-Campus,40.8,35,0,48,1.32,,2023-10-13,0
NU-105973,Learning Technologies,26,Off-Campus,6.9,25,2,46,3.34,16.3,08-Sep-2023,0
NU-101092,Information Technology,21,Off-Campus,5.1,12,2,18,1.32,7.4,02/06/2024,0
NU-104972,Cybersecurity,28,on-campus,18.1,40,1,4,2.99,8.1,10/09/2022,0
NU-104233,Data Science,23,On-Campus,11.8,20,1,36,2.45,6.1,10/19/2022,0
NU-107490,Cybersecurity,23,Off-campus,40.6,30,0,0,1.26,,05/22/2024,0
NU-100907,Business Analytics,22,On-Campus,7.5,10,0,62,2.24,,03/24/2024,1
NU-101589,Information Science,24,Off-Campus,4.5,25,4,121,1.75,4.4,30-Aug-2023,1
NU-102099,DataScience,25,Off-Campus,14.1,10,0,26,2.36,14.8,2022-11-08,0
NU-102006,Information Science,32,With Family,35.0,30,1,45,1.58,7.0,03/02/2024,0
NU-101696,Learning Technologies,29,with family,17.1,0,0,69,1.29,3.5,21-Nov-2023,0
NU-109390,Business Analytics,29,off campus,4.9,10,3,47,2.36,8.3,21-Nov-2022,1
NU-102640,Cybersecurity,26,With Family,4.3,18,5,22,3.35,13.8,10/18/2022,1
NU-107591,Business Analytics,25,with family,4.9,15,1,63,3.06,14.4,08/29/2022,0
NU-100799,Data Science,25,On-Campus,1.6,25,2,50,1.84,9.7,04/02/2024,0
NU-103587,Cybersecurity,29,with family,26.5,10,2,71,1.08,0.6,11/11/2023,0
NU-101055,Information Science,23,on-campus,0.7,5,2,26,3.78,21.6,01/30/2024,0
NU-103478,Cybersecurity,27,Off-Campus,0.8,30,3,94,1.75,,10/25/2022,0
NU-104831,Cybersecurity,31,on-campus,14.0,12,1,27,3.77,17.0,2022-09-17,0
NU-101854,Business Analytics,29,With Family,31.1,28,2,17,1.56,4.4,04-May-2024,1
NU-102259,Data Science,30,With Family,1.4,20,2,19,2.15,10.4,2022-09-08,1
NU-109921,Data Science,23,Off-Campus,3.8,30,3,73,2.19,7.1,18-Sep-2022,0
NU-100854,Data Science,27,With Family,9.7,0,1,78,2.23,12.8,11/24/2022,0
NU-106426,Business Analytics,23,on-campus,34.1,15,1,42,2.27,10.2,27-Sep-2022,0
NU-100212,Cybersecurity,23,On-Campus,15.6,30,0,0,0.0,,01/18/2025,0
NU-107194,Cybersecurity,26,With Family,4.6,15,6,3,2.25,10.2,18-Mar-2024,0
NU-108502,Learning Technologies,22,With Family,8.6,28,1,64,3.24,9.2,10/07/2022,1
NU-100844,Cybersecurity,27,Off-Campus,23.5,28,1,33,1.07,,02/03/2024,0
NU-102578,Business Analytics,21,Off-Campus,3.5,35,2,68,2.94,9.2,11/09/2022,1
NU-104381,Data Science,23,With Family,21.2,15,1,89,1.93,4.5,14-Apr-2024,0
NU-104212,Business Analytics,22,On-Campus,2.6,25,2,32,2.14,9.8,12/14/2022,0
NU-101163,Data Science,24,With Family,20.2,10,1,36,1.58,1.7,2022-09-22,0
NU-102906,Learning Technologies,22,off campus,17.3,0,5,68,2.93,11.1,04/20/2024,0
NU-104056,Data Science,22,On-Campus,31.0,40,0,49,1.09,,28-Apr-2024,1
NU-107004,Data Science,27,Off-Campus,5.8,12,2,99,2.45,,2024-03-07,0
NU-100273,Information Technology,22,With Family,7.1,12,3,54,2.17,,2024-03-11,0
NU-108896,Learning Technologies,22,With Family,13.7,30,4,27,2.84,13.0,09/13/2022,0
NU-106674,DataScience,24,on-campus,10.6,5,4,0,2.79,16.1,2022-10-12,0
NU-108946,Cybersecurity,22,With Family,13.2,0,0,69,2.89,9.3,12/16/2023,0
NU-101007,Data Science,22,Off-Campus,0.9,0,0,90,2.19,7.4,09/27/2022,1
NU-102921,Information Technology,24,Off-campus,8.7,20,4,0,1.3,2.8,12/18/2023,0
NU-106313,Cybersecurity,22,With Family,10.5,5,3,47,3.2,,02/09/2024,0
NU-100531,Business Analytics,26,Off-Campus,2.5,40,0,24,1.74,4.8,02-Nov-2022,0
NU-105205,Cybersecurity,24,On-Campus,4.5,15,0,71,2.32,9.3,2024-02-13,0
NU-102889,Learning Technologies,22,off campus,8.7,35,0,92,2.47,7.4,08/23/2022,0
NU-105384,Information Science,25,off campus,19.3,18,4,55,2.29,11.4,12-Mar-2024,0
NU-109058,Information Science,21,Off-Campus,33.8,0,2,18,1.82,7.0,09/24/2022,0
NU-107162,Information  Science,23,With Family,2.5,12,4,16,1.66,9.6,09/02/2022,1
NU-101541,Information Technology,32,Off-campus,3.3,25,0,53,1.82,6.0,2023-10-24,0
NU-102163,Information Science,27,Off-Campus,5.3,20,0,46,2.15,9.5,23-Sep-2022,0
NU-103978,Information Technology,27,off campus,17.5,20,1,14,2.03,12.7,09/23/2022,0
NU-100442,Cybersecurity,23,on-campus,14.8,18,1,115,3.7,18.1,19-Nov-2023,0
NU-101280,Information Science,28,Off-Campus,4.6,20,1,49,2.51,11.3,08/21/2023,0
NU-105871,Business Analytics,29,off campus,14.3,15,1,50,2.88,12.9,11/08/2023,0
NU-106132,Data Science,26,Off-Campus,9.8,15,3,49,2.58,11.9,11-Nov-2022,0
NU-100494,Cybersecurity,24,On-Campus,19.4,18,1,55,1.33,3.2,09/18/2022,1
NU-100190,Data Science,38,Off-Campus,12.8,10,2,0,0.0,5.6,2025-01-17,0
NU-104489,Information Science,26,On-Campus,11.3,25,0,77,1.79,5.3,09/04/2023,0
NU-102782,Data Science,23,on-campus,8.7,0,2,63,1.43,0.5,01-Feb-2024,1
NU-105052,Information  Science,24,off campus,4.8,20,1,41,3.25,12.0,08/27/2022,0
NU-102038,Cybersecurity,24,with family,10.3,35,5,87,3.09,12.6,09/17/2023,0
NU-101897,DataScience,26,With Family,10.3,5,3,35,3.47,16.6,02/07/2024,0
NU-106015,Information Science,27,Off-campus,13.0,0,2,15,3.45,17.0,12/11/2022,0
NU-103324,Learning Technologies,22,Off-Campus,3.8,10,4,78,3.37,15.9,10/03/2022,0
NU-109446,Information Science,28,With Family,16.3,12,1,38,2.09,7.9,2022-11-23,0
NU-105812,Information Technology,27,off campus,2.6,12,4,35,2.33,9.9,09/25/2022,0
NU-100901,Information Technology,31,Off-Campus,15.2,35,1,1,1.35,1.9,2022-11-06,1
NU-108392,Information Science,30,On-Campus,10.6,20,2,23,1.43,7.4,25-Nov-2022,1
NU-109709,Information Technology,32,Off-Campus,11.3,30,0,11,2.01,6.6,03/28/2024,1
NU-105618,Business Analytics,26,Off-Campus,2.2,20,4,52,3.4,15.4,09/08/2022,0
NU-107540,Information Science,23,With Family,29.9,28,1,16,1.12,1.5,10/18/2022,0
NU-100676,Cybersecurity,26,On-Campus,10.8,40,2,73,0.0,6.1,2024-04-17,1
NU-102327,Business Analytics,24,On-Campus,3.6,20,3,61,0.0,,27-Nov-2023,1
NU-102236,Business Analytics,24,With Family,46.0,10,1,78,2.69,13.9,12/16/2022,0
NU-107308,Information Science,33,on-campus,1.5,20,4,27,2.17,12.4,2024-04-29,0
NU-102345,Information Technology,23,On-Campus,7.7,28,3,26,1.84,9.3,10/31/2022,1
NU-103657,Information Technology,24,Off-Campus,6.8,20,3,81,1.78,7.7,2024-04-12,0
NU-105489,Cybersecurity,26,off campus,7.1,15,0,41,2.48,7.8,2023-10-12,0
NU-103555,Business Analytics,21,With Family,12.0,12,2,20,2.71,10.3,03/19/2024,0
NU-101415,Cybersecurity,28,off campus,1.9,15,1,39,2.74,13.2,2023-11-24,0
NU-100566,Learning Technologies,26,On-Campus,4.2,5,1,48,3.15,13.9,09/14/2023,0
NU-100231,Business Analytics,23,With Family,0.4,15,7,49,3.68,16.6,10/09/2023,0
NU-107149,Data Science,32,with family,1.7,20,3,47,2.59,15.1,01/30/2024,0
NU-107433,Information Technology,26,on-campus,5.5,15,3,50,2.42,10.7,10/12/2023,0
NU-101537,Information Technology,22,With Family,15.3,28,1,97,1.4,2.4,2022-11-20,1
NU-100051,Cyber Security,28,On-Campus,4.1,25,5,77,2.14,6.9,10/03/2023,0
NU-107148,Information Technology,26,Off-Campus,5.1,10,1,59,2.65,10.9,10/19/2022,0
NU-101525,Cybersecurity,21,With Family,4.5,25,2,63,2.41,11.2,09/19/2023,0
NU-106936,Information Technology,28,Off-Campus,19.3,0,1,53,1.4,3.8,05/18/2024,1
NU-109608,Information Science,21,on-campus,7.1,12,3,10,1.42,3.6,11/05/2022,0
NU-103158,Cybersecurity,27,On-Campus,15.4,30,1,86,2.46,11.6,18-Dec-2022,0
NU-107090,Learning Technologies,27,On-Campus,0.7,10,3,77,2.44,8.2,08/26/2022,0
NU-100697,Business Analytics,31,off campus,30.6,20,2,65,2.53,14.5,12/07/2022,0
NU-102242,Learning Technologies,24,With Family,2.8,5,2,55,1.91,5.7,15-Sep-2023,1
NU-101067,Learning Technologies,29,Off-Campus,31.0,20,1,31,1.26,4.1,03/05/2024,1
NU-100166,Data Science,23,Off-Campus,15.7,25,2,64,1.84,5.7,2024-03-17,0
NU-104976,Info Technology,26,Off-Campus,31.5,18,3,11,1.73,9.3,2024-02-25,1
NU-100654,Business Analytics,32,with family,26.2,20,1,60,1.21,,17-Oct-2023,0
NU-107955,Information Science,29,Off-Campus,24.6,20,1,28,1.39,,2023-09-10,1
NU-107875,Business Analytics,27,With Family,23.1,28,3,35,2.44,9.0,10/14/2023,0
NU-107877,Business Analytics,24,Off-Campus,1.4,5,1,81,2.26,13.4,12/02/2022,0
NU-108019,Learning Technologies,30,Off-Campus,29.1,0,4,44,2.86,10.5,09/09/2022,1
NU-103969,Cybersecurity,19,Off-Campus,5.4,10,0,63,2.7,,16-Mar-2024,1
NU-108427,Cybersecurity,24,Off-Campus,10.2,35,0,67,2.97,11.5,10-May-2024,0
NU-108938,Cybersecurity,35,With Family,1.6,20,3,40,3.02,9.5,05/20/2024,0
NU-102628,Business Analytics,28,Off-Campus,17.0,20,4,58,1.9,4.9,2024-05-19,1
NU-104363,Learning Technologies,30,Off-Campus,11.6,25,2,95,2.09,13.0,09/23/2023,0
NU-106379,Information Technology,20,On-Campus,20.5,10,3,36,1.99,13.4,02/28/2024,0
NU-101425,Information Technology,21,on-campus,9.1,10,2,49,2.29,,11/11/2022,0
NU-100366,Cybersecurity,24,Off-Campus,4.7,20,2,45,1.78,7.0,09/10/2022,0
NU-109895,Cybersecurity,25,Off-campus,4.2,5,1,96,3.02,14.2,10/16/2023,0
NU-108262,Information Science,23,off campus,10.4,18,2,55,2.72,13.1,10/19/2023,0
NU-100633,Information Science,20,With Family,2.1,30,3,45,2.53,11.8,09/04/2023,0
NU-107481,Cybersecurity,31,On-Campus,4.8,15,2,34,3.35,15.4,12/07/2023,0
NU-108818,Information Technology,30,On-Campus,5.2,25,3,8,2.8,11.3,2024-05-05,0
NU-100615,Cyber Security,24,Off-Campus,17.6,0,4,39,2.21,13.3,05/27/2024,0
NU-106589,Data Science,25,On-Campus,25.3,18,2,60,1.97,7.5,10/22/2023,0
NU-100691,Cybersecurity,22,With Family,16.5,10,3,58,2.62,15.4,2024-03-07,0
NU-106339,Business Analytics,21,Off-Campus,10.1,15,1,66,1.49,5.6,05/20/2024,1
NU-101971,Cybersecurity,24,With Family,13.9,10,4,48,2.58,10.0,2022-09-10,0
NU-106037,Business Analytics,25,Off-Campus,4.6,20,2,58,2.36,14.3,2024-02-15,0
NU-107639,Cybersecurity,27,with family,5.5,30,1,14,2.75,14.9,10/29/2022,0
NU-100719,Information Technology,26,On-Campus,15.5,12,5,84,2.26,10.9,2022-11-07,0
NU-107894,Cybersecurity,23,On-Campus,6.2,28,3,80,2.4,14.3,10/02/2023,0
NU-103170,Cybersecurity,27,On-Campus,5.6,40,1,45,2.5,15.1,11/06/2022,0
NU-106464,Information Science,24,Off-Campus,18.4,10,0,80,2.27,12.0,24-Mar-2024,1
NU-100045,Cybersecurity,21,With Family,35.5,10,1,47,0.0,,11/28/2023,0
NU-105942,Cybersecurity,28,Off-Campus,3.4,5,0,38,2.4,6.4,03/06/2024,0
NU-102776,Data Science,29,On-Campus,6.9,35,3,68,2.0,12.9,2022-09-20,0
NU-109409,Cybersecurity,21,Off-Campus,2.6,20,2,56,3.01,11.9,11/25/2022,0
NU-109517,Cybersecurity,23,Off-Campus,25.9,40,1,53,2.01,,04/11/2024,1
NU-100718,Information Science,23,On-Campus,3.9,5,2,16,3.11,13.3,11/17/2022,0
NU-103318,Information Science,27,Off-Campus,5.6,12,1,67,2.06,,03/06/2024,0
NU-103810,Info Technology,27,With Family,22.7,40,0,76,0.0,5.3,10-May-2024,0
NU-101580,Information Technology,21,Off-Campus,26.6,0,0,62,1.2,,2022-10-16,1
NU-105011,Data Science,30,On-Campus,10.7,25,2,41,2.76,10.1,2023-11-10,0
NU-108584,Business Analytics,28,with family,26.8,25,2,36,1.31,,09/27/2022,0
NU-103120,Information Science,30,Off-Campus,5.8,28,2,30,2.97,13.2,05/21/2024,0
NU-105300,Cyber Security,27,On-Campus,2.5,20,2,87,2.57,12.9,02/28/2024,0
NU-104566,Business Analytics,24,Off-Campus,11.8,10,2,25,1.71,4.0,08-May-2024,0
NU-104830,Information Science,23,Off-Campus,17.0,25,3,51,2.65,13.0,2023-08-25,0
NU-103139,Cybersecurity,22,Off-campus,2.7,20,1,46,2.95,6.5,2024-04-09,0
NU-109275,Cybersecurity,26,off campus,31.6,15,1,50,2.54,16.0,14-Dec-2022,0
NU-109586,Learning Technologies,28,Off-Campus,2.5,25,1,96,2.34,6.2,2024-05-15,0
NU-101229,Information Science,25,Off-Campus,10.0,15,3,57,2.58,11.1,10/05/2023,1
NU-100182,Business Analytics,31,With Family,4.1,10,4,119,2.56,12.2,12/13/2022,0
NU-100641,Information Science,22,On-Campus,2.6,25,3,73,2.34,,02/08/2024,0
NU-108771,Info Technology,25,On-Campus,3.1,12,1,69,1.57,4.7,08-Dec-2022,0
NU-101519,Information Science,24,Off-Campus,26.6,18,3,82,2.07,10.2,2022-12-04,1
NU-100724,Information Technology,24,Off-Campus,5.0,25,6,120,2.19,13.2,10/14/2022,0
NU-103338,Information Technology,27,On-Campus,42.3,12,0,48,2.68,8.6,2022-08-25,0
NU-103086,Data Science,21,with family,8.5,10,1,77,2.55,14.6,10/11/2022,0
NU-105535,Information Science,30,with family,3.2,25,3,0,2.86,9.3,2024-02-05,0
NU-109084,Information Technology,21,With Family,16.8,15,3,33,3.3,13.2,10/30/2023,0
NU-109644,Learning Technologies,27,with family,11.7,30,2,59,1.16,6.5,11/23/2022,0
NU-107296,Information Science,23,Off-Campus,32.7,12,1,14,2.61,10.2,2024-04-24,0
NU-101679,Cybersecurity,23,Off-Campus,6.0,5,2,0,2.88,10.8,12/08/2022,0
NU-107334,Cybersecurity,23,On-Campus,6.7,20,0,67,2.45,14.7,10/06/2022,1
NU-100132,Data Science,36,With Family,5.0,20,3,57,2.26,11.5,08-Sep-2022,1
NU-100707,Learning Technologies,19,Off-Campus,2.1,35,3,95,2.73,15.3,09/17/2023,0
NU-104952,Information Technology,20,on-campus,4.5,12,2,59,2.2,13.8,05/09/2024,0
NU-108505,Information  Science,23,off campus,15.5,30,2,40,1.28,2.8,10/28/2022,0
NU-107077,Data Science,27,On-Campus,11.0,12,4,22,3.03,19.5,05/01/2024,0
NU-102123,Information Science,22,On-Campus,10.8,40,4,66,2.46,7.0,2022-10-27,0
NU-107960,Information Science,30,Off-campus,4.8,5,4,89,2.54,8.8,07-May-2024,0
NU-108943,Info Technology,25,Off-Campus,15.7,5,1,65,2.68,12.6,02/25/2024,0
NU-100662,Information Technology,30,Off-Campus,3.0,10,4,68,2.21,8.5,02/17/2024,0
NU-108159,Cybersecurity,26,On-Campus,6.0,0,3,15,2.03,10.0,11/17/2022,0
NU-109566,Business Analytics,27,With Family,2.5,0,0,35,3.02,15.3,07-Nov-2022,0
NU-100603,Information Science,26,Off-Campus,3.8,20,1,40,2.88,10.0,2022-12-02,0
NU-106171,Info Technology,22,Off-Campus,8.6,10,1,44,2.4,14.0,2024-05-15,0
NU-100301,Info Technology,23,Off-Campus,1.1,20,2,108,1.81,6.6,2023-08-21,0
NU-101688,Data Science,28,Off-Campus,3.6,10,3,49,1.94,13.5,10/18/2023,0
NU-100106,Cybersecurity,24,With Family,33.6,12,2,62,2.11,11.4,09/16/2023,0
NU-103650,Data Science,19,On-Campus,21.4,20,1,49,1.44,2.1,09/01/2022,0
NU-107901,Information Science,27,Off-Campus,12.5,35,2,59,2.84,12.4,09/26/2022,0
NU-108239,Information Science,22,On-Campus,8.5,20,1,60,2.94,10.9,2024-05-27,0
NU-109323,Business Analytics,24,Off-Campus,2.7,20,1,81,2.53,13.8,2023-11-12,0
NU-100560,Data Science,24,On-Campus,6.9,25,0,31,2.72,,10/07/2022,0
NU-100573,Information Technology,23,Off-Campus,2.0,15,1,89,3.28,15.8,05/01/2024,1
NU-105473,Data Science,18,with family,11.3,25,0,27,2.16,9.5,11/02/2022,1
NU-104470,Cyber Security,27,Off-Campus,2.0,12,7,42,3.51,15.8,09-Sep-2023,0
NU-107690,Cybersecurity,26,On-Campus,6.6,35,1,77,1.92,,05/23/2024,0
NU-109206,Cyber Security,24,With Family,1.9,28,2,83,2.74,,10/05/2022,1
